test_time, BoardNo, am, phase, BinVersion,freq, Channel, SetPwr, pwr, freq, Current
0821_182704,5,0.6,40,testmode_8819h_820_high_apc,2442,7,18,0.25,2446.06,173.34
0821_182712,5,0.6,60,testmode_8819h_820_high_apc,2442,7,18,-0.17,2446.06,173.2
0821_182720,5,0.6,80,testmode_8819h_820_high_apc,2442,7,18,-0.47,2446.06,173.25
0821_182728,5,0.6,100,testmode_8819h_820_high_apc,2442,7,18,-0.59,2446.06,173.2
0821_182736,5,0.6,120,testmode_8819h_820_high_apc,2442,7,18,-0.52,2446.06,173.09
0821_182744,5,0.6,140,testmode_8819h_820_high_apc,2442,7,18,-0.26,2446.06,173.11
0821_182752,5,0.6,160,testmode_8819h_820_high_apc,2442,7,18,0.25,2446.06,173.03
0821_182800,5,0.5,-180,testmode_8819h_820_high_apc,2442,7,18,2.23,2446.06,173.01
0821_182808,5,0.5,-160,testmode_8819h_820_high_apc,2442,7,18,3.06,2446.08,172.91
0821_182816,5,0.5,-140,testmode_8819h_820_high_apc,2442,7,18,4.22,2446.06,172.91
0821_182824,5,0.5,-120,testmode_8819h_820_high_apc,2442,7,18,5.31,2446.08,173.1
0821_182832,5,0.5,-100,testmode_8819h_820_high_apc,2442,7,18,6.06,2446.06,173.11
0821_182840,5,0.5,-80,testmode_8819h_820_high_apc,2442,7,18,6.19,2446.06,173.28
0821_182848,5,0.5,-60,testmode_8819h_820_high_apc,2442,7,18,5.61,2446.06,173.47
0821_182856,5,0.5,-40,testmode_8819h_820_high_apc,2442,7,18,4.64,2446.06,173.49
0821_182904,5,0.5,-20,testmode_8819h_820_high_apc,2442,7,18,3.59,2446.08,173.44
0821_182912,5,0.5,0,testmode_8819h_820_high_apc,2442,7,18,2.7,2446.08,173.39
0821_182920,5,0.5,20,testmode_8819h_820_high_apc,2442,7,18,1.92,2446.08,173.4
0821_182928,5,0.5,40,testmode_8819h_820_high_apc,2442,7,18,1.31,2446.08,173.28
0821_182936,5,0.5,60,testmode_8819h_820_high_apc,2442,7,18,0.96,2446.06,173.19
0821_182944,5,0.5,80,testmode_8819h_820_high_apc,2442,7,18,0.69,2446.06,173.11
0821_182952,5,0.5,100,testmode_8819h_820_high_apc,2442,7,18,0.65,2446.08,173.06
0821_183000,5,0.5,120,testmode_8819h_820_high_apc,2442,7,18,0.75,2446.08,173.05
0821_183008,5,0.5,140,testmode_8819h_820_high_apc,2442,7,18,1.02,2446.08,173.04
0821_183016,5,0.5,160,testmode_8819h_820_high_apc,2442,7,18,1.54,2446.08,173.02
0821_183024,5,0.4,-180,testmode_8819h_820_high_apc,2442,7,18,3.06,2446.08,172.94
0821_183032,5,0.4,-150,testmode_8819h_820_high_apc,2442,7,18,4.24,2446.06,173.09
0821_183040,5,0.4,-120,testmode_8819h_820_high_apc,2442,7,18,5.41,2446.06,172.97
0821_183048,5,0.4,-90,testmode_8819h_820_high_apc,2442,7,18,5.99,2446.06,173.23
0821_183056,5,0.4,-60,testmode_8819h_820_high_apc,2442,7,18,5.55,2446.06,173.36
0821_183104,5,0.4,-30,testmode_8819h_820_high_apc,2442,7,18,4.45,2446.08,173.39
0821_183112,5,0.4,0,testmode_8819h_820_high_apc,2442,7,18,3.3,2446.08,173.2
0821_183120,5,0.4,30,testmode_8819h_820_high_apc,2442,7,18,2.4,2446.08,173.2
0821_183128,5,0.4,60,testmode_8819h_820_high_apc,2442,7,18,1.85,2446.06,173.17
0821_183136,5,0.4,90,testmode_8819h_820_high_apc,2442,7,18,1.58,2446.08,173.09
0821_183144,5,0.4,120,testmode_8819h_820_high_apc,2442,7,18,1.68,2446.08,173.01
0821_183152,5,0.4,150,testmode_8819h_820_high_apc,2442,7,18,2.16,2446.06,173.15
0821_183200,5,0.3,-180,testmode_8819h_820_high_apc,2442,7,18,3.56,2446.08,172.97
0821_183208,5,0.3,-150,testmode_8819h_820_high_apc,2442,7,18,4.48,2446.06,173.05
0821_183216,5,0.3,-120,testmode_8819h_820_high_apc,2442,7,18,5.29,2446.08,173.1
0821_183224,5,0.3,-90,testmode_8819h_820_high_apc,2442,7,18,5.67,2446.08,173.22
0821_183232,5,0.3,-60,testmode_8819h_820_high_apc,2442,7,18,5.34,2446.08,173.3
0821_183240,5,0.3,-30,testmode_8819h_820_high_apc,2442,7,18,4.6,2446.08,173.36
0821_183248,5,0.3,0,testmode_8819h_820_high_apc,2442,7,18,3.76,2446.08,173.3
0821_183256,5,0.3,30,testmode_8819h_820_high_apc,2442,7,18,3.04,2446.08,173.2
0821_183304,5,0.3,60,testmode_8819h_820_high_apc,2442,7,18,2.56,2446.08,173.11
0821_183312,5,0.3,90,testmode_8819h_820_high_apc,2442,7,18,2.32,2446.08,173.09
0821_183320,5,0.3,120,testmode_8819h_820_high_apc,2442,7,18,2.41,2446.06,173.05
0821_183328,5,0.3,150,testmode_8819h_820_high_apc,2442,7,18,2.82,2446.08,173.1
0821_183336,5,0.2,-180,testmode_8819h_820_high_apc,2442,7,18,3.9,2446.08,173.03
0821_183344,5,0.2,-140,testmode_8819h_820_high_apc,2442,7,18,4.72,2446.08,173.03
0821_183352,5,0.2,-100,testmode_8819h_820_high_apc,2442,7,18,5.23,2446.08,173.13
0821_183400,5,0.2,-60,testmode_8819h_820_high_apc,2442,7,18,5.09,2446.08,173.16
0821_183408,5,0.2,-20,testmode_8819h_820_high_apc,2442,7,18,4.44,2446.08,173.24
0821_183416,5,0.2,20,testmode_8819h_820_high_apc,2442,7,18,3.69,2446.08,173.18
0821_183424,5,0.2,60,testmode_8819h_820_high_apc,2442,7,18,3.18,2446.08,173.17
0821_183432,5,0.2,100,testmode_8819h_820_high_apc,2442,7,18,3.04,2446.06,173.15
0821_183440,5,0.2,140,testmode_8819h_820_high_apc,2442,7,18,3.29,2446.06,173.08
0821_183448,5,0.1,-180,testmode_8819h_820_high_apc,2442,7,18,4.16,2446.08,173.03
0821_183456,5,0.1,-140,testmode_8819h_820_high_apc,2442,7,18,4.54,2446.08,173.06
0821_183504,5,0.1,-100,testmode_8819h_820_high_apc,2442,7,18,4.78,2446.08,173.2
0821_183512,5,0.1,-60,testmode_8819h_820_high_apc,2442,7,18,4.75,2446.08,173.13
0821_183520,5,0.1,-20,testmode_8819h_820_high_apc,2442,7,18,4.42,2446.08,173.25
0821_183528,5,0.1,20,testmode_8819h_820_high_apc,2442,7,18,4.04,2446.08,173.22
0821_183536,5,0.1,60,testmode_8819h_820_high_apc,2442,7,18,3.75,2446.08,173.21
0821_183544,5,0.1,100,testmode_8819h_820_high_apc,2442,7,18,3.72,2446.08,173.16
0821_183552,5,0.1,140,testmode_8819h_820_high_apc,2442,7,18,3.88,2446.08,173.14
0821_183600,5,0.0,0,testmode_8819h_820_high_apc,2442,7,18,4.23,2446.08,173.17
