ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,58,3008,69.57,22.08,20.24,161.27,105.68
0,58,3072,69.75,22.24,20.41,167.32,109.86
0,58,3136,69.93,22.37,20.58,172.71,114.31
0,58,3200,70.10,22.56,20.75,180.35,118.76
0,58,3264,70.28,22.69,20.90,185.74,123.16
0,58,3328,70.44,22.86,21.09,193.01,128.38
0,58,3392,70.61,22.99,21.24,198.88,132.98
0,58,3456,70.77,23.09,21.37,203.82,136.96
0,58,3520,70.93,23.10,21.35,204.15,136.57
0,58,3584,71.09,23.07,21.37,202.57,136.96
0,58,3648,71.24,23.10,21.37,204.38,137.03
0,58,3712,71.39,23.10,21.37,203.97,136.97
0,58,3776,71.54,23.08,21.36,203.16,136.90
0,58,3840,71.69,23.08,21.37,203.42,136.95
0,58,3904,71.83,23.09,21.36,203.71,136.80
0,58,3968,71.97,23.08,21.36,203.16,136.75
0,58,4032,72.11,23.09,21.37,203.67,136.94
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,58,640,56.12,8.68,7.05,7.38,5.07
1,58,704,56.95,9.65,7.84,9.23,6.08
1,58,768,57.71,10.41,8.63,11.00,7.29
1,58,832,58.40,11.02,9.34,12.66,8.59
1,58,896,59.05,11.88,10.00,15.43,10.01
1,58,960,59.65,12.52,10.59,17.86,11.47
1,58,1024,60.21,13.04,11.19,20.15,13.15
1,58,1088,60.73,13.55,11.69,22.66,14.77
1,58,1152,61.23,14.17,12.19,26.13,16.56
1,58,1216,61.70,14.57,12.62,28.67,18.30
1,58,1280,62.14,15.04,13.09,31.92,20.39
1,58,1344,62.57,15.47,13.50,35.21,22.41
1,58,1408,62.97,15.98,13.93,39.60,24.72
1,58,1472,63.36,16.32,14.33,42.81,27.09
1,58,1536,63.73,16.68,14.68,46.57,29.37
1,58,1600,64.08,17.02,15.03,50.37,31.86
1,58,1664,64.42,17.38,15.34,54.69,34.21
1,58,1728,64.75,17.68,15.65,58.68,36.72
1,58,1792,65.07,18.02,15.95,63.40,39.32
1,58,1856,65.37,18.36,16.30,68.53,42.70
1,58,1920,65.67,18.64,16.58,73.11,45.48
1,58,1984,65.95,18.95,16.87,78.50,48.68
1,58,2048,66.23,19.20,17.10,83.15,51.31
1,58,2112,66.49,19.45,17.34,88.05,54.19
1,58,2176,66.75,19.64,17.59,92.08,57.48
1,58,2240,67.00,19.91,17.83,97.87,60.72
1,58,2304,67.25,20.17,18.07,103.92,64.09
1,58,2368,67.49,20.36,18.31,108.61,67.69
1,58,2432,67.72,20.59,18.50,114.55,70.79
1,58,2496,67.94,20.80,18.73,120.12,74.65
1,58,2560,68.16,21.00,18.93,125.95,78.20
1,58,2624,68.38,21.18,19.14,131.12,81.94
1,58,2688,68.59,21.40,19.36,137.91,86.31
1,58,2752,68.79,21.59,19.55,144.18,90.23
1,58,2816,68.99,21.75,19.74,149.72,94.28
1,58,2880,69.19,21.95,19.92,156.73,98.12
1,58,2944,69.38,22.07,20.09,160.94,102.03
1,58,3008,69.57,22.22,20.25,166.88,105.97
1,58,3072,69.75,22.38,20.42,172.79,110.12
1,58,3136,69.93,22.53,20.57,179.06,114.11
1,58,3200,70.10,22.69,20.73,185.66,118.42
1,58,3264,70.28,22.82,20.90,191.61,122.92
1,58,3328,70.44,22.98,21.05,198.51,127.21
1,58,3392,70.61,23.11,21.19,204.41,131.45
1,58,3456,70.77,23.16,21.25,207.11,133.35
1,58,3520,70.93,23.16,21.26,207.11,133.51
1,58,3584,71.09,23.15,21.26,206.66,133.68
1,58,3648,71.24,23.16,21.26,206.92,133.56
1,58,3712,71.39,23.16,21.26,207.00,133.73
1,58,3776,71.54,23.15,21.24,206.66,133.15
1,58,3840,71.69,23.15,21.26,206.70,133.67
1,58,3904,71.83,23.16,21.27,207.03,133.87
1,58,3968,71.97,23.16,21.26,206.92,133.54
1,58,4032,72.11,23.16,21.26,206.92,133.63
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,106,640,56.12,6.60,6.09,4.58,4.07
0,106,704,56.95,7.71,6.91,5.90,4.91
0,106,768,57.71,8.27,7.66,6.72,5.84
0,106,832,58.40,9.19,8.34,8.30,6.83
0,106,896,59.05,9.60,8.99,9.12,7.92
0,106,960,59.65,10.16,9.60,10.37,9.11
0,106,1024,60.21,10.83,10.22,12.10,10.52
0,106,1088,60.73,11.42,10.77,13.88,11.93
0,106,1152,61.23,11.91,11.27,15.54,13.41
0,106,1216,61.70,12.51,11.77,17.82,15.02
0,106,1280,62.14,12.93,12.19,19.63,16.56
0,106,1344,62.57,13.39,12.62,21.85,18.30
0,106,1408,62.97,13.75,13.00,23.73,19.95
0,106,1472,63.36,14.20,13.36,26.28,21.66
0,106,1536,63.73,14.52,13.71,28.31,23.52
0,106,1600,64.08,14.90,14.05,30.89,25.40
0,106,1664,64.42,15.25,14.40,33.47,27.52
0,106,1728,64.75,15.57,14.71,36.06,29.58
0,106,1792,65.07,15.87,15.05,38.68,31.96
0,106,1856,65.37,16.21,15.34,41.81,34.18
0,106,1920,65.67,16.51,15.64,44.73,36.62
0,106,1984,65.95,16.76,15.90,47.46,38.90
0,106,2048,66.23,17.05,16.19,50.71,41.56
0,106,2112,66.49,17.25,16.39,53.07,43.56
0,106,2176,66.75,17.49,16.63,56.13,46.00
0,106,2240,67.00,17.76,16.86,59.71,48.49
0,106,2304,67.25,17.99,17.11,62.92,51.41
0,106,2368,67.49,18.21,17.35,66.24,54.31
0,106,2432,67.72,18.45,17.59,69.93,57.44
0,106,2496,67.94,18.63,17.80,72.96,60.29
0,106,2560,68.16,18.87,18.04,77.09,63.75
0,106,2624,68.38,19.05,18.24,80.34,66.65
0,106,2688,68.59,19.26,18.43,84.33,69.73
0,106,2752,68.79,19.46,18.60,88.39,72.47
0,106,2816,68.99,19.59,18.80,90.97,75.84
0,106,2880,69.19,19.78,18.95,94.95,78.50
0,106,2944,69.38,19.94,19.11,98.64,81.56
0,106,3008,69.57,20.08,19.29,101.74,84.83
0,106,3072,69.75,20.26,19.45,106.10,88.12
0,106,3136,69.93,20.39,19.61,109.42,91.36
0,106,3200,70.10,20.57,19.76,113.92,94.71
0,106,3264,70.28,20.70,19.93,117.50,98.36
0,106,3328,70.44,20.88,20.09,122.37,102.00
0,106,3392,70.61,21.04,20.26,127.10,106.10
0,106,3456,70.77,21.18,20.42,131.34,110.12
0,106,3520,70.93,21.30,20.57,135.03,113.92
0,106,3584,71.09,21.30,20.55,134.85,113.48
0,106,3648,71.24,21.28,20.55,134.37,113.61
0,106,3712,71.39,21.31,20.55,135.33,113.61
0,106,3776,71.54,21.30,20.56,134.77,113.86
0,106,3840,71.69,21.31,20.56,135.11,113.65
0,106,3904,71.83,21.28,20.56,134.26,113.76
0,106,3968,71.97,21.27,20.55,134.04,113.39
0,106,4032,72.11,21.29,20.55,134.63,113.60
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,106,640,56.12,7.46,6.25,5.57,4.22
1,106,704,56.95,8.15,7.07,6.53,5.09
1,106,768,57.71,9.00,7.83,7.93,6.06
1,106,832,58.40,9.65,8.55,9.23,7.16
1,106,896,59.05,10.23,9.20,10.55,8.32
1,106,960,59.65,10.82,9.79,12.07,9.53
1,106,1024,60.21,11.54,10.44,14.25,11.06
1,106,1088,60.73,12.04,10.95,15.98,12.46
1,106,1152,61.23,12.48,11.44,17.71,13.94
1,106,1216,61.70,13.00,11.90,19.97,15.50
1,106,1280,62.14,13.42,12.33,21.99,17.09
1,106,1344,62.57,13.85,12.75,24.25,18.85
1,106,1408,62.97,14.18,13.14,26.20,20.62
1,106,1472,63.36,14.58,13.53,28.71,22.57
1,106,1536,63.73,14.92,13.87,31.07,24.39
1,106,1600,64.08,15.28,14.24,33.73,26.53
1,106,1664,64.42,15.57,14.56,36.02,28.56
1,106,1728,64.75,15.92,14.89,39.08,30.82
1,106,1792,65.07,16.22,15.21,41.92,33.18
1,106,1856,65.37,16.54,15.52,45.10,35.67
1,106,1920,65.67,16.85,15.82,48.38,38.21
1,106,1984,65.95,17.14,16.10,51.70,40.78
1,106,2048,66.23,17.39,16.37,54.80,43.36
1,106,2112,66.49,17.62,16.61,57.76,45.79
1,106,2176,66.75,17.88,16.85,61.45,48.44
1,106,2240,67.00,18.12,17.08,64.80,51.04
1,106,2304,67.25,18.35,17.31,68.46,53.82
1,106,2368,67.49,18.57,17.55,72.00,56.89
1,106,2432,67.72,18.80,17.76,75.84,59.75
1,106,2496,67.94,19.01,17.99,79.53,62.93
1,106,2560,68.16,19.21,18.20,83.33,66.13
1,106,2624,68.38,19.43,18.40,87.76,69.24
1,106,2688,68.59,19.61,18.61,91.41,72.62
1,106,2752,68.79,19.81,18.80,95.62,75.92
1,106,2816,68.99,19.98,18.97,99.60,78.90
1,106,2880,69.19,20.05,19.13,101.08,81.76
1,106,2944,69.38,20.22,19.31,105.25,85.27
1,106,3008,69.57,20.39,19.46,109.35,88.38
1,106,3072,69.75,20.54,19.64,113.37,91.98
1,106,3136,69.93,20.69,19.80,117.28,95.42
1,106,3200,70.10,20.85,19.95,121.67,98.88
1,106,3264,70.28,20.99,20.12,125.62,102.86
1,106,3328,70.44,21.16,20.28,130.53,106.60
1,106,3392,70.61,21.32,20.42,135.40,110.25
1,106,3456,70.77,21.44,20.58,139.39,114.16
1,106,3520,70.93,21.59,20.72,144.22,118.16
1,106,3584,71.09,21.58,20.73,143.74,118.21
1,106,3648,71.24,21.57,20.72,143.59,118.16
1,106,3712,71.39,21.58,20.71,143.96,117.88
1,106,3776,71.54,21.58,20.72,143.96,118.01
1,106,3840,71.69,21.57,20.71,143.48,117.89
1,106,3904,71.83,21.57,20.72,143.45,117.92
1,106,3968,71.97,21.58,20.70,143.82,117.62
1,106,4032,72.11,21.57,20.70,143.48,117.60
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,122,640,56.12,7.37,6.94,5.46,4.94
0,122,704,56.95,8.08,7.74,6.42,5.95
0,122,768,57.71,9.00,8.52,7.93,7.11
0,122,832,58.40,9.80,9.21,9.56,8.33
0,122,896,59.05,10.25,9.84,10.59,9.65
0,122,960,59.65,10.90,10.43,12.29,11.05
0,122,1024,60.21,11.67,11.09,14.69,12.84
0,122,1088,60.73,12.22,11.61,16.68,14.48
0,122,1152,61.23,12.74,12.12,18.78,16.28
0,122,1216,61.70,13.16,12.58,20.70,18.11
0,122,1280,62.14,13.62,12.99,23.03,19.93
0,122,1344,62.57,14.00,13.42,25.13,21.96
0,122,1408,62.97,14.45,13.79,27.86,23.91
0,122,1472,63.36,14.80,14.21,30.22,26.39
0,122,1536,63.73,15.14,14.58,32.66,28.73
0,122,1600,64.08,15.50,14.91,35.50,31.01
0,122,1664,64.42,15.83,15.22,38.31,33.28
0,122,1728,64.75,16.21,15.54,41.78,35.82
0,122,1792,65.07,16.54,15.88,45.06,38.73
0,122,1856,65.37,16.82,16.24,48.05,42.09
0,122,1920,65.67,17.19,16.53,52.33,44.95
0,122,1984,65.95,17.43,16.80,55.39,47.90
0,122,2048,66.23,17.71,17.05,59.05,50.66
0,122,2112,66.49,17.93,17.26,62.07,53.25
0,122,2176,66.75,18.18,17.49,65.76,56.13
0,122,2240,67.00,18.37,17.71,68.75,58.98
0,122,2304,67.25,18.59,17.94,72.22,62.16
0,122,2368,67.49,18.78,18.14,75.51,65.16
0,122,2432,67.72,19.02,18.37,79.82,68.76
0,122,2496,67.94,19.24,18.58,83.88,72.17
0,122,2560,68.16,19.49,18.84,88.98,76.52
0,122,2624,68.38,19.68,19.05,92.96,80.34
0,122,2688,68.59,19.87,19.26,97.02,84.25
0,122,2752,68.79,20.04,19.43,100.90,87.61
0,122,2816,68.99,20.21,19.61,104.99,91.36
0,122,2880,69.19,20.39,19.77,109.27,94.81
0,122,2944,69.38,20.54,19.95,113.33,98.79
0,122,3008,69.57,20.69,20.10,117.13,102.32
0,122,3072,69.75,20.83,20.26,121.19,106.27
0,122,3136,69.93,20.99,20.43,125.73,110.44
0,122,3200,70.10,21.15,20.58,130.23,114.28
0,122,3264,70.28,21.30,20.73,134.81,118.40
0,122,3328,70.44,21.44,20.90,139.28,122.95
0,122,3392,70.61,21.65,21.05,146.33,127.47
0,122,3456,70.77,21.81,21.22,151.57,132.39
0,122,3520,70.93,21.88,21.31,154.22,135.32
0,122,3584,71.09,21.90,21.30,154.81,135.05
0,122,3648,71.24,21.87,21.31,153.71,135.06
0,122,3712,71.39,21.89,21.30,154.63,134.92
0,122,3776,71.54,21.87,21.30,153.67,135.02
0,122,3840,71.69,21.90,21.30,154.74,134.96
0,122,3904,71.83,21.89,21.31,154.67,135.14
0,122,3968,71.97,21.88,21.30,154.22,134.75
0,122,4032,72.11,21.87,21.29,153.74,134.70
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,122,640,56.12,7.79,6.86,6.02,4.85
1,122,704,56.95,8.77,7.70,7.53,5.89
1,122,768,57.71,9.51,8.47,8.93,7.03
1,122,832,58.40,10.19,9.16,10.44,8.25
1,122,896,59.05,10.95,9.82,12.44,9.60
1,122,960,59.65,11.63,10.41,14.54,10.99
1,122,1024,60.21,12.27,11.06,16.87,12.77
1,122,1088,60.73,12.78,11.59,18.97,14.43
1,122,1152,61.23,13.24,12.11,21.07,16.25
1,122,1216,61.70,13.77,12.59,23.84,18.14
1,122,1280,62.14,14.27,13.02,26.72,20.04
1,122,1344,62.57,14.60,13.43,28.82,22.04
1,122,1408,62.97,15.05,13.82,31.96,24.08
1,122,1472,63.36,15.39,14.18,34.58,26.16
1,122,1536,63.73,15.77,14.52,37.72,28.29
1,122,1600,64.08,16.11,14.86,40.82,30.64
1,122,1664,64.42,16.44,15.21,44.03,33.19
1,122,1728,64.75,16.78,15.53,47.68,35.77
1,122,1792,65.07,17.11,15.82,51.37,38.23
1,122,1856,65.37,17.41,16.13,55.13,40.98
1,122,1920,65.67,17.69,16.41,58.79,43.75
1,122,1984,65.95,17.97,16.70,62.59,46.75
1,122,2048,66.23,18.21,16.96,66.17,49.60
1,122,2112,66.49,18.45,17.20,70.01,52.51
1,122,2176,66.75,18.70,17.45,74.10,55.60
1,122,2240,67.00,18.91,17.70,77.83,58.85
1,122,2304,67.25,19.16,17.93,82.44,62.03
1,122,2368,67.49,19.39,18.15,86.95,65.29
1,122,2432,67.72,19.62,18.37,91.60,68.64
1,122,2496,67.94,19.84,18.58,96.36,72.06
1,122,2560,68.16,20.02,18.79,100.56,75.63
1,122,2624,68.38,20.15,18.97,103.63,78.83
1,122,2688,68.59,20.38,19.16,109.20,82.45
1,122,2752,68.79,20.56,19.35,113.81,86.16
1,122,2816,68.99,20.73,19.53,118.31,89.81
1,122,2880,69.19,20.89,19.71,122.74,93.57
1,122,2944,69.38,21.08,19.89,128.17,97.39
1,122,3008,69.57,21.23,20.06,132.82,101.42
1,122,3072,69.75,21.40,20.24,137.91,105.56
1,122,3136,69.93,21.55,20.38,142.75,109.24
1,122,3200,70.10,21.70,20.55,147.80,113.49
1,122,3264,70.28,21.84,20.70,152.75,117.55
1,122,3328,70.44,21.99,20.85,158.06,121.73
1,122,3392,70.61,22.13,21.02,163.30,126.46
1,122,3456,70.77,22.26,21.18,168.28,131.16
1,122,3520,70.93,22.35,21.25,171.72,133.47
1,122,3584,71.09,22.34,21.25,171.27,133.24
1,122,3648,71.24,22.33,21.25,170.94,133.44
1,122,3712,71.39,22.34,21.26,171.24,133.51
1,122,3776,71.54,22.32,21.24,170.79,133.13
1,122,3840,71.69,22.33,21.25,171.12,133.41
1,122,3904,71.83,22.33,21.24,170.98,133.05
1,122,3968,71.97,22.33,21.23,170.98,132.80
1,122,4032,72.11,22.33,21.24,170.98,133.03
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
0,138,640,56.12,7.19,6.87,5.24,4.86
0,138,704,56.95,8.08,7.73,6.42,5.93
0,138,768,57.71,8.91,8.47,7.79,7.03
0,138,832,58.40,9.53,9.21,8.97,8.34
0,138,896,59.05,10.25,9.86,10.59,9.69
0,138,960,59.65,10.78,10.44,11.96,11.07
0,138,1024,60.21,11.47,11.06,14.02,12.75
0,138,1088,60.73,12.01,11.58,15.87,14.39
0,138,1152,61.23,12.51,12.09,17.82,16.17
0,138,1216,61.70,12.99,12.54,19.93,17.94
0,138,1280,62.14,13.36,12.97,21.70,19.83
0,138,1344,62.57,13.81,13.40,24.02,21.86
0,138,1408,62.97,14.15,13.79,26.02,23.93
0,138,1472,63.36,14.48,14.16,28.08,26.07
0,138,1536,63.73,14.95,14.53,31.29,28.36
0,138,1600,64.08,15.25,14.88,33.47,30.77
0,138,1664,64.42,15.60,15.15,36.31,32.77
0,138,1728,64.75,15.90,15.46,38.90,35.13
0,138,1792,65.07,16.19,15.79,41.59,37.93
0,138,1856,65.37,16.53,16.10,45.02,40.73
0,138,1920,65.67,16.84,16.40,48.34,43.69
0,138,1984,65.95,17.12,16.69,51.48,46.64
0,138,2048,66.23,17.36,16.94,54.47,49.41
0,138,2112,66.49,17.58,17.17,57.28,52.16
0,138,2176,66.75,17.83,17.40,60.71,54.96
0,138,2240,67.00,18.04,17.62,63.62,57.87
0,138,2304,67.25,18.25,17.85,66.80,60.95
0,138,2368,67.49,18.44,18.06,69.75,64.01
0,138,2432,67.72,18.69,18.29,73.96,67.43
0,138,2496,67.94,18.90,18.50,77.61,70.80
0,138,2560,68.16,19.12,18.72,81.74,74.52
0,138,2624,68.38,19.33,18.93,85.65,78.20
0,138,2688,68.59,19.51,19.15,89.35,82.32
0,138,2752,68.79,19.71,19.35,93.48,86.17
0,138,2816,68.99,19.86,19.52,96.84,89.56
0,138,2880,69.19,20.02,19.70,100.53,93.23
0,138,2944,69.38,20.20,19.85,104.73,96.61
0,138,3008,69.57,20.33,20.02,107.91,100.42
0,138,3072,69.75,20.50,20.18,112.30,104.25
0,138,3136,69.93,20.63,20.33,115.58,107.90
0,138,3200,70.10,20.78,20.48,119.72,111.61
0,138,3264,70.28,20.93,20.63,123.74,115.72
0,138,3328,70.44,21.07,20.78,127.84,119.75
0,138,3392,70.61,21.21,20.94,132.26,124.28
0,138,3456,70.77,21.34,21.12,136.25,129.47
0,138,3520,70.93,21.47,21.27,140.42,133.84
0,138,3584,71.09,21.47,21.26,140.38,133.67
0,138,3648,71.24,21.48,21.27,140.53,133.88
0,138,3712,71.39,21.48,21.25,140.53,133.40
0,138,3776,71.54,21.47,21.26,140.20,133.56
0,138,3840,71.69,21.47,21.25,140.31,133.40
0,138,3904,71.83,21.46,21.25,140.01,133.24
0,138,3968,71.97,21.46,21.24,139.83,132.96
0,138,4032,72.11,21.45,21.24,139.76,133.19
ant, ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw
1,138,640,56.12,7.34,7.00,5.42,5.01
1,138,704,56.95,7.98,7.82,6.27,6.05
1,138,768,57.71,9.08,8.53,8.08,7.14
1,138,832,58.40,9.53,9.23,8.97,8.38
1,138,896,59.05,10.13,9.86,10.30,9.69
