BoardNo, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B93    ,20.51,-31.53
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BA5    ,21.46,-30.07
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D8A    ,22.31,-29.61
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,21,r 403422c8  [0x403422C8] = 0xDE3F4D9B    ,23.11,-29
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DAE    ,23.85,-28.23
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,23,r 403422c8  [0x403422C8] = 0xDE3F4DC3    ,24.46,-27.34
#A2_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FA1    ,23.94,-26.93
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,8,r 403422c8  [0x403422C8] = 0xCB3F474B    ,10.06,-40.23
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,9,r 403422c8  [0x403422C8] = 0xCB3F4755    ,11.21,-40.66
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,10,r 403422c8  [0x403422C8] = 0xCB3F475F    ,12.22,-41.28
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,11,r 403422c8  [0x403422C8] = 0xCB3F476B    ,13.24,-41.45
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,14.18,-39.49
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,15.19,-39.9
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,14,r 403422c8  [0x403422C8] = 0xCC3F497A    ,16.16,-39.61
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,17.13,-37.86
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,16,r 403422c8  [0x403422C8] = 0xD53F4B74    ,17.86,-39.34
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,17,r 403422c8  [0x403422C8] = 0xD53F4B83    ,18.86,-36.74
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B93    ,19.8,-33.01
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BA4    ,20.67,-30.83
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D84    ,21.52,-30.08
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,21,r 403422c8  [0x403422C8] = 0xDE3F4D95    ,22.41,-29.43
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DA7    ,23.17,-28.81
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,23,r 403422c8  [0x403422C8] = 0xDE3F4DBB    ,23.84,-28.09
#A2_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FA1    ,24.04,-27.23
BoardNo, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,8,r 403422c8  [0x403422C8] = 0xCB3F474B    ,11.38,-40.35
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,9,r 403422c8  [0x403422C8] = 0xCB3F4754    ,12.31,-41.24
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,10,r 403422c8  [0x403422C8] = 0xCB3F475E    ,13.27,-41.85
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,11,r 40340c8  [0x403422C8] = 0xCB3F476A    ,14.33,-42.22
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,15.33,-40.61
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,16.32,-40.43
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,14,r 401422c8  [0x403422C8] = 0xCC3F497A    ,17.27,-39.21
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,18.27,-36.90
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,16,r 403422c8  [0x403422C8] = 0xD53F4B7B    ,18.91,-35.12
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,17,r 403422c8  [0x403422C8] = 0xD53F4B8A    ,19.88,-32.93
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B9B    ,20.86,-31.06
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BAD    ,21.80,-29.82
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D93    ,22.59,-29.45
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,21,r 403422c8  [0x403422C8] = 0xDE3F4DA5    ,23.37,-28.79
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DB9    ,24.09,-28.02
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,23,r 4022c8  [0x403422C8] = 0xDE3F4DCF    ,24.68,-27.11
#A1_ANT0,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FAB    ,24.19,-26.80
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,8,r 403422C8  [0x403422C8] = 0xCB3F474B    ,10.92,-39.29
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,9,r 403422c8  [0x403422C8] = 0xCB3F4754    ,11.98,-39.78
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,10,r 4032c8  [0x403422C8] = 0xCB3F475E    ,12.98,-40.39
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,11,r 403422c8  [0x403422C8] = 0xCB3F476A    ,14.03,-40.82
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,15.04,-40.44
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,16.05,-40.17
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,14,r 401422c8  [0x403422C8] = 0xCC3F497A    ,17.00,-38.81
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,15,r 40342"c8  [0x403422C8] = 0xCC3F4989    ,17.98,-36.37
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,16,r 40422c8  [0x403422C8] = 0xD53F4B7B    ,18.80,-37.65
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,17,r 403422c8  [0x403422C8] = 0xD53F4B8A    ,19.74,-34.12
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B9B    ,20.65,-31.21
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BAE    ,21.55,-29.90
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D8D    ,22.31,-29.58
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,21,r 403422c8  [0x403422C8] = 0xDE3F4D9F    ,23.15,-29.00
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DB2    ,23.85,-28.22
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,23,r 403422c8  [0x403422C8] = 0xDE3F4DC8    ,24.46,-27.33
#A1_ANT1,testmode22_2024_1009_1901.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FAB    ,24.55,-26.66
BoardNo, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
BoardNo, BinVersion, Channel, Rate, BandWidth, Length, SetPwr, CMD, MsPwrAvg, MsEvmAvg
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,8,r 403422c8  [0x403422C8] = 0xCB3F474D    ,11.19,-42.60
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,9,r 403422c8  [0x403422C8] = 0xCB3F4756    ,12.09,-42.59
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,10,r 403422c8  [0x403422C8] = 0xCB3F4761    ,13.11,-43.02
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,11,r 403422c8  [0x403422C8] = 0xCB3F476C    ,14.01,-43.13
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,15.00,-41.55
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,15.99,-40.67
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,14,r 403422c8  [0x403422C8] = 0xCC3F497A    ,16.94,-39.48
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,17.93,-37.43
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,16,r 403422c8  [0x403422C8] = 0xD53F4B79    ,18.88,-36.10
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,17,r 403422c8  [0x403422C8] = 0xD53F4B88    ,19.80,-33.46
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B98    ,20.78,-31.16
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BAB    ,21.73,-29.86
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D91    ,22.56,-29.52
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,21,r 403422c8  [0x403422C8] = 0xDE3F4DA3    ,23.36,-28.86
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DB7    ,24.07,-28.07
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,23,r 403422c8  [0x403422C8] = 0xDE3F4DCD    ,24.64,-27.18
#A1_ANT0,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FA7    ,24.20,-26.83
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,8,r 403422c8  [0x403422C8] = 0xCB3F474D    ,10.66,-42.29
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,9,r 403422c8  [0x403422C8] = 0xCB3F4756    ,11.66,-42.59
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,10,r 40322c8  [0x403422C8] = 0xCB3F4760    ,12.67,-42.70
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,11,r 401422c8  [0x403422C8] = 0xCB3F476C    ,13.67,-42.60
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,12,r 403422c8  [0x403422C8] = 0xCC3F4961    ,14.69,-43.24
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,13,r 403422c8  [0x403422C8] = 0xCC3F496D    ,15.70,-42.96
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,14,r 40422c8  [0x403422C8] = 0xCC3F497A    ,16.68,-42.05
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,15,r 403422c8  [0x403422C8] = 0xCC3F4989    ,17.66,-39.53
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,16,r 403422c8  [0x403422C8] = 0xD53F4B77    ,18.57,-38.69
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,17,r 403422c8  [0x403422C8] = 0xD53F4B85    ,19.46,-35.59
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,18,r 403422c8  [0x403422C8] = 0xD53F4B95    ,20.38,-32.03
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,19,r 403422c8  [0x403422C8] = 0xD53F4BA7    ,21.28,-30.14
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,20,r 403422c8  [0x403422C8] = 0xDE3F4D8A    ,22.15,-29.69
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,21,r 4022c8  [0x403422C8] = 0xDE3F4D9B    ,22.99,-29.10
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,22,r 403422c8  [0x403422C8] = 0xDE3F4DAE    ,23.71,-28.40
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,23,r 403422c8  [0x403422C8] = 0xDE3F4DC3    ,24.35,-27.63
#A1_ANT1,testmode_8822_1022_2g4_high_rate_1.bin,7,5 11,1 1,4000,24,r 403422c8  [0x403422C8] = 0xDF3F4FA6    ,24.41,-26.83
