ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
42,3776,71.54,22.29,24.90,169.32,309.38,261.33,24.17
42,3840,71.69,22.29,24.91,169.50,309.62,261.62,24.18
42,3904,71.83,22.26,24.91,168.36,309.58,259.85,24.15
42,3968,71.97,22.25,24.90,168.02,309.37,259.33,24.14
42,4032,72.11,22.30,24.90,169.65,309.30,261.85,24.18
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
58,640,56.12,7.92,9.49,6.20,8.88,8.99,9.54
58,704,56.95,8.44,10.29,6.97,10.69,10.19,10.08
58,768,57.71,9.33,11.06,8.56,12.76,12.65,11.02
58,832,58.40,9.72,11.74,9.37,14.93,13.90,11.43
58,896,59.05,10.35,12.38,10.85,17.31,16.18,12.09
58,960,59.65,11.20,13.00,13.17,19.97,19.78,12.96
58,1024,60.21,11.75,13.57,14.95,22.76,22.52,13.53
58,1088,60.73,12.16,14.06,16.46,25.48,24.86,13.96
58,1152,61.23,12.64,14.56,18.38,28.56,27.83,14.45
58,1216,61.70,13.11,15.00,20.48,31.61,31.09,14.93
58,1280,62.14,13.50,15.43,22.40,34.91,34.05,15.32
58,1344,62.57,13.85,15.83,24.25,38.30,36.91,15.67
58,1408,62.97,14.31,16.23,26.98,41.96,41.13,16.14
58,1472,63.36,14.69,16.60,29.41,45.66,44.90,16.52
58,1536,63.73,14.95,16.99,31.29,50.03,47.81,16.80
58,1600,64.08,15.34,17.33,34.17,54.12,52.27,17.18
58,1664,64.42,15.72,17.69,37.35,58.73,57.18,17.57
58,1728,64.75,16.03,18.00,40.08,63.10,61.40,17.88
58,1792,65.07,16.31,18.30,42.74,67.68,65.51,18.16
58,1856,65.37,16.58,18.60,45.54,72.39,69.85,18.44
58,1920,65.67,16.90,18.88,48.93,77.36,75.10,18.76
58,1984,65.95,17.15,19.15,51.92,82.17,79.73,19.02
58,2048,66.23,17.42,19.41,55.17,87.27,84.75,19.28
58,2112,66.49,17.63,19.67,57.94,92.62,89.03,19.50
58,2176,66.75,17.89,19.92,61.56,98.19,94.63,19.76
58,2240,67.00,18.09,20.15,64.36,103.46,98.97,19.95
58,2304,67.25,18.30,20.38,67.53,109.06,103.88,20.17
58,2368,67.49,18.55,20.60,71.59,114.83,110.16,20.42
58,2432,67.72,18.76,20.82,75.10,120.65,115.58,20.63
58,2496,67.94,19.11,21.10,81.45,128.96,125.40,20.98
58,2560,68.16,19.30,21.30,85.10,134.98,131.05,21.17
58,2624,68.38,19.46,21.49,88.39,141.00,136.13,21.34
58,2688,68.59,19.66,21.67,92.37,147.00,142.30,21.53
58,2752,68.79,19.84,21.86,96.32,153.60,148.41,21.71
58,2816,68.99,20.04,22.06,100.86,160.65,155.43,21.92
58,2880,69.19,20.16,22.23,103.85,167.21,160.05,22.04
58,2944,69.38,20.33,22.40,107.94,173.83,166.39,22.21
58,3008,69.57,20.49,22.56,111.82,180.42,172.39,22.36
58,3072,69.75,20.64,22.73,115.99,187.51,178.84,22.52
58,3136,69.93,20.79,22.89,119.83,194.33,184.77,22.67
58,3200,70.10,20.92,23.04,123.67,201.22,190.71,22.80
58,3264,70.28,21.07,23.18,128.02,207.98,197.45,22.95
58,3328,70.44,21.17,23.32,131.05,214.70,202.13,23.06
58,3392,70.61,21.32,23.45,135.48,221.20,208.98,23.20
58,3456,70.77,21.39,23.54,137.87,225.85,212.69,23.28
58,3520,70.93,21.54,23.68,142.41,233.45,219.71,23.42
58,3584,71.09,21.64,23.81,145.92,240.54,225.14,23.52
58,3648,71.24,21.77,23.95,150.20,248.03,231.76,23.65
58,3712,71.39,21.88,24.07,154.19,255.44,237.93,23.76
58,3776,71.54,21.95,24.15,156.77,260.25,241.92,23.84
58,3840,71.69,22.09,24.31,161.79,269.50,249.69,23.97
58,3904,71.83,22.23,24.44,167.10,277.98,257.91,24.11
58,3968,71.97,22.34,24.56,171.24,285.99,264.30,24.22
58,4032,72.11,22.45,24.67,175.59,293.27,271.04,24.33
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
106,640,56.12,8.83,10.89,7.64,12.27,11.22,10.50
106,704,56.95,9.74,11.64,9.41,14.59,13.96,11.45
106,768,57.71,10.51,12.52,11.26,17.87,16.81,12.26
106,832,58.40,11.10,13.20,12.88,20.88,19.32,12.86
106,896,59.05,11.65,13.82,14.61,24.10,22.01,13.43
106,960,59.65,12.35,14.36,17.20,27.28,26.00,14.15
106,1024,60.21,12.91,14.91,19.56,30.99,29.66,14.72
106,1088,60.73,13.38,15.37,21.77,34.43,33.08,15.20
106,1152,61.23,13.87,15.86,24.39,38.53,37.14,15.70
106,1216,61.70,14.35,16.36,27.20,43.24,41.48,16.18
106,1280,62.14,14.83,16.78,30.41,47.66,46.44,16.67
106,1344,62.57,15.25,17.19,33.51,52.38,51.24,17.10
106,1408,62.97,15.64,17.60,36.65,57.48,56.09,17.49
106,1472,63.36,15.97,17.96,39.52,62.54,60.54,17.82
106,1536,63.73,16.39,18.32,43.51,67.85,66.71,18.24
106,1600,64.08,16.67,18.68,46.50,73.76,71.33,18.53
106,1664,64.42,17.06,19.01,50.82,79.69,78.01,18.92
106,1728,64.75,17.39,19.35,54.84,86.13,84.24,19.26
106,1792,65.07,17.71,19.66,59.01,92.41,90.69,19.58
106,1856,65.37,17.95,19.95,62.40,98.96,95.94,19.82
106,1920,65.67,18.26,20.27,66.98,106.46,103.02,20.13
106,1984,65.95,18.53,20.57,71.34,114.08,109.76,20.40
106,2048,66.23,18.79,20.82,75.73,120.85,116.55,20.67
106,2112,66.49,19.02,21.06,79.86,127.75,122.94,20.90
106,2176,66.75,19.25,21.30,84.10,134.85,129.51,21.12
106,2240,67.00,19.44,21.53,87.83,142.16,135.28,21.31
106,2304,67.25,19.60,21.68,91.23,147.32,140.53,21.48
106,2368,67.49,19.80,21.89,95.54,154.63,147.21,21.68
106,2432,67.72,20.06,22.01,101.49,158.92,156.40,21.94
106,2496,67.94,20.26,22.21,106.10,166.49,163.54,22.14
106,2560,68.16,20.47,22.41,111.52,174.26,171.93,22.35
106,2624,68.38,20.69,22.61,117.24,182.31,180.78,22.57
106,2688,68.59,20.86,22.83,121.86,191.92,187.91,22.74
106,2752,68.79,21.05,23.05,127.36,201.65,196.42,22.93
106,2816,68.99,21.21,23.22,132.08,210.00,203.73,23.09
106,2880,69.19,21.37,23.40,137.21,218.58,211.66,23.26
106,2944,69.38,21.52,23.56,141.86,226.89,218.86,23.40
106,3008,69.57,21.63,23.65,145.51,231.82,224.51,23.51
106,3072,69.75,21.76,23.82,149.98,241.20,231.42,23.64
106,3136,69.93,21.93,23.99,156.07,250.46,240.84,23.82
106,3200,70.10,22.08,24.14,161.27,259.14,248.89,23.96
106,3264,70.28,22.20,24.28,165.92,268.04,256.08,24.08
106,3328,70.44,22.31,24.41,170.13,276.33,262.59,24.19
106,3392,70.61,22.39,24.50,173.52,281.54,267.84,24.28
106,3456,70.77,22.53,24.65,179.17,291.82,276.58,24.42
106,3520,70.93,22.66,24.80,184.48,301.66,284.80,24.55
106,3584,71.09,22.80,24.93,190.65,311.28,294.33,24.69
106,3648,71.24,22.93,25.07,196.40,321.03,303.24,24.82
106,3712,71.39,23.03,25.18,200.98,329.34,310.32,24.92
106,3776,71.54,23.18,25.35,207.96,343.03,321.11,25.07
106,3840,71.69,23.25,25.43,211.53,348.96,326.64,25.14
106,3904,71.83,23.29,25.48,213.31,353.36,329.38,25.18
106,3968,71.97,23.34,25.53,215.78,357.53,333.21,25.23
106,4032,72.11,23.37,25.57,217.37,360.86,335.66,25.26
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
122,640,56.12,9.33,11.23,8.56,13.27,12.65,11.02
122,704,56.95,10.23,12.07,10.55,16.10,15.73,11.97
122,768,57.71,10.84,12.80,12.14,19.07,18.18,12.60
122,832,58.40,11.57,13.49,14.36,22.34,21.61,13.35
122,896,59.05,12.27,14.05,16.87,25.42,25.49,14.06
122,960,59.65,12.83,14.62,19.19,28.96,29.09,14.64
122,1024,60.21,13.39,15.15,21.81,32.70,33.14,15.20
122,1088,60.73,13.80,15.66,23.99,36.80,36.51,15.62
122,1152,61.23,14.26,16.14,26.64,41.15,40.62,16.09
122,1216,61.70,14.71,16.59,29.56,45.62,45.13,16.54
122,1280,62.14,15.16,16.99,32.81,49.99,50.15,17.00
122,1344,62.57,15.53,17.40,35.72,54.93,54.66,17.38
122,1408,62.97,15.90,17.80,38.86,60.32,59.52,17.75
122,1472,63.36,16.27,18.19,42.40,65.95,65.00,18.13
122,1536,63.73,16.64,18.56,46.13,71.70,70.76,18.50
122,1600,64.08,17.02,18.95,50.34,78.61,77.27,18.88
122,1664,64.42,17.38,19.29,54.66,84.87,83.95,19.24
122,1728,64.75,17.65,19.59,58.27,91.03,89.55,19.52
122,1792,65.07,17.97,19.92,62.70,98.15,96.40,19.84
122,1856,65.37,18.22,20.20,66.43,104.78,102.16,20.09
122,1920,65.67,18.49,20.49,70.71,111.82,108.79,20.37
122,1984,65.95,18.75,20.74,74.92,118.52,115.29,20.62
122,2048,66.23,19.09,21.08,81.15,128.20,124.94,20.97
122,2112,66.49,19.30,21.32,85.21,135.38,131.22,21.18
122,2176,66.75,19.55,21.56,90.08,143.24,138.76,21.42
122,2240,67.00,19.75,21.79,94.51,150.88,145.61,21.63
122,2304,67.25,19.95,22.01,98.79,158.74,152.23,21.83
122,2368,67.49,20.15,22.22,103.41,166.72,159.37,22.02
122,2432,67.72,20.38,22.42,109.13,174.65,168.22,22.26
122,2496,67.94,20.57,22.63,113.96,183.32,175.70,22.45
122,2560,68.16,20.72,22.82,117.98,191.43,181.92,22.60
122,2624,68.38,20.93,23.01,123.78,199.97,190.88,22.81
122,2688,68.59,21.07,23.17,127.80,207.70,197.11,22.95
122,2752,68.79,21.23,23.36,132.89,216.72,204.98,23.12
122,2816,68.99,21.41,23.53,138.39,225.63,213.49,23.29
122,2880,69.19,21.55,23.70,142.82,234.57,220.34,23.43
122,2944,69.38,21.71,23.86,148.13,243.36,228.56,23.59
122,3008,69.57,21.78,23.93,150.57,247.23,232.33,23.66
122,3072,69.75,21.94,24.12,156.44,258.45,241.41,23.83
122,3136,69.93,22.11,24.29,162.49,268.42,250.77,23.99
122,3200,70.10,22.24,24.45,167.36,278.34,258.31,24.12
122,3264,70.28,22.37,24.59,172.49,287.68,266.24,24.25
122,3328,70.44,22.50,24.72,177.92,296.37,274.63,24.39
122,3392,70.61,22.55,24.79,179.91,301.46,277.72,24.44
122,3456,70.77,22.72,24.97,187.25,313.98,289.08,24.61
122,3520,70.93,22.84,25.12,192.38,324.92,297.01,24.73
122,3584,71.09,22.98,25.24,198.69,334.06,306.78,24.87
122,3648,71.24,23.05,25.34,201.83,342.11,311.63,24.94
122,3712,71.39,23.14,25.44,205.85,349.63,317.85,25.02
122,3776,71.54,23.29,25.60,213.31,362.79,329.38,25.18
122,3840,71.69,23.31,25.63,214.19,365.69,330.75,25.20
122,3904,71.83,23.32,25.65,214.75,367.11,331.61,25.21
122,3968,71.97,23.32,25.64,214.93,366.80,331.90,25.21
122,4032,72.11,23.32,25.64,214.97,366.63,331.95,25.21
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
138,640,56.12,9.79,11.78,9.52,15.05,14.13,11.50
138,704,56.95,10.49,12.48,11.18,17.70,16.70,12.23
138,768,57.71,11.11,13.27,12.92,21.24,19.38,12.87
138,832,58.40,11.86,13.96,15.35,24.89,23.15,13.65
138,896,59.05,12.55,14.69,17.97,29.44,27.20,14.35
138,960,59.65,13.19,15.27,20.85,33.68,31.66,15.00
138,1024,60.21,13.73,15.82,23.58,38.22,35.88,15.55
138,1088,60.73,14.26,16.34,26.68,43.07,40.68,16.09
138,1152,61.23,14.70,16.82,29.52,48.07,45.07,16.54
138,1216,61.70,15.18,17.29,32.96,53.56,50.38,17.02
138,1280,62.14,15.52,17.70,35.65,58.87,54.55,17.37
138,1344,62.57,16.00,18.09,39.86,64.36,61.06,17.86
138,1408,62.97,16.35,18.48,43.18,70.54,66.20,18.21
138,1472,63.36,16.72,18.86,46.98,76.95,72.08,18.58
138,1536,63.73,17.13,19.23,51.63,83.81,79.27,18.99
138,1600,64.08,17.43,19.61,55.32,91.35,84.98,19.29
138,1664,64.42,17.79,19.95,60.15,98.76,92.46,19.66
138,1728,64.75,18.07,20.26,64.10,106.16,98.57,19.94
138,1792,65.07,18.39,20.55,69.01,113.58,106.16,20.26
138,1856,65.37,18.65,20.84,73.33,121.43,112.84,20.52
138,1920,65.67,18.89,21.01,77.46,126.20,119.23,20.76
138,1984,65.95,19.16,21.26,82.37,133.78,126.83,21.03
138,2048,66.23,19.42,21.52,87.43,141.90,134.65,21.29
138,2112,66.49,19.63,21.76,91.78,150.10,141.38,21.50
138,2176,66.75,19.85,22.03,96.62,159.74,148.86,21.73
138,2240,67.00,20.07,22.25,101.67,167.82,156.69,21.95
138,2304,67.25,20.24,22.45,105.69,175.61,162.91,22.12
138,2368,67.49,20.44,22.66,110.64,184.31,170.56,22.32
138,2432,67.72,20.66,22.87,116.54,193.47,179.69,22.55
138,2496,67.94,20.84,23.07,121.38,202.77,187.17,22.72
138,2560,68.16,21.01,23.26,126.29,211.59,194.76,22.90
138,2624,68.38,21.17,23.41,130.79,219.53,201.73,23.05
138,2688,68.59,21.33,23.59,135.81,228.49,209.49,23.21
138,2752,68.79,21.50,23.78,141.34,238.82,218.06,23.39
138,2816,68.99,21.67,23.96,146.77,248.79,226.45,23.55
138,2880,69.19,21.81,24.11,151.60,257.85,233.93,23.69
138,2944,69.38,21.96,24.27,156.88,266.99,242.09,23.84
138,3008,69.57,22.01,24.32,158.95,270.66,245.29,23.90
138,3072,69.75,22.21,24.52,166.47,282.93,256.94,24.10
138,3136,69.93,22.35,24.67,171.83,293.40,265.21,24.24
138,3200,70.10,22.50,24.83,177.95,304.18,274.69,24.39
138,3264,70.28,22.62,24.97,182.93,314.01,282.40,24.51
138,3328,70.44,22.82,25.17,191.39,328.98,295.47,24.71
138,3392,70.61,22.93,25.29,196.15,338.24,302.84,24.81
138,3456,70.77,23.02,25.39,200.24,345.70,309.17,24.90
138,3520,70.93,23.09,25.47,203.56,351.97,314.31,24.97
138,3584,71.09,23.14,25.53,205.96,357.37,318.02,25.02
138,3648,71.24,23.19,25.59,208.32,362.14,321.68,25.07
138,3712,71.39,23.26,25.67,211.83,368.99,327.10,25.15
138,3776,71.54,23.31,25.69,214.30,370.75,330.93,25.20
138,3840,71.69,23.31,25.71,214.38,372.40,331.04,25.20
138,3904,71.83,23.30,25.71,214.01,372.12,330.47,25.19
138,3968,71.97,23.29,25.71,213.31,372.16,329.38,25.18
138,4032,72.11,23.28,25.71,212.60,372.01,328.30,25.16
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
155,640,56.12,10.35,12.25,10.85,16.77,16.18,12.09
155,704,56.95,11.05,13.05,12.73,20.21,19.10,12.81
155,768,57.71,11.78,13.80,15.06,23.98,22.69,13.56
155,832,58.40,12.49,14.48,17.75,28.06,26.86,14.29
155,896,59.05,13.14,15.00,20.63,31.65,31.31,14.96
155,960,59.65,13.62,15.57,23.03,36.03,35.02,15.44
155,1024,60.21,14.15,16.14,25.98,41.13,39.59,15.98
155,1088,60.73,14.63,16.64,29.04,46.08,44.33,16.47
155,1152,61.23,15.10,17.13,32.36,51.66,49.47,16.94
155,1216,61.70,15.61,17.59,36.35,57.37,55.63,17.45
155,1280,62.14,15.96,18.02,39.41,63.39,60.37,17.81
155,1344,62.57,16.43,18.44,43.99,69.78,67.45,18.29
155,1408,62.97,16.80,18.83,47.86,76.46,73.45,18.66
155,1472,63.36,17.18,19.23,52.29,83.70,80.30,19.05
155,1536,63.73,17.50,19.59,56.28,90.94,86.46,19.37
155,1600,64.08,17.89,20.00,61.56,99.89,94.63,19.76
155,1664,64.42,18.19,20.31,65.87,107.42,101.31,20.06
155,1728,64.75,18.49,20.62,70.71,115.31,108.79,20.37
155,1792,65.07,18.78,20.90,75.58,122.91,116.32,20.66
155,1856,65.37,19.05,21.17,80.27,131.00,123.57,20.92
155,1920,65.67,19.21,21.36,83.40,136.85,128.43,21.09
155,1984,65.95,19.45,21.62,88.09,145.28,135.68,21.33
155,2048,66.23,19.73,21.86,93.96,153.61,144.75,21.61
155,2112,66.49,20.01,22.11,100.16,162.41,154.34,21.88
155,2176,66.75,20.21,22.34,104.88,171.44,161.65,22.09
155,2240,67.00,20.41,22.57,109.94,180.57,169.47,22.29
155,2304,67.25,20.69,22.84,117.10,192.18,180.55,22.57
155,2368,67.49,20.87,23.05,122.26,201.67,188.54,22.75
155,2432,67.72,21.05,23.24,127.21,210.96,196.19,22.93
155,2496,67.94,21.21,23.42,132.12,219.59,203.78,23.09
155,2560,68.16,21.37,23.58,137.10,228.28,211.49,23.25
155,2624,68.38,21.45,23.65,139.50,231.63,215.20,23.33
155,2688,68.59,21.60,23.83,144.41,241.32,222.80,23.48
155,2752,68.79,21.76,23.98,150.13,250.31,231.65,23.65
155,2816,68.99,21.92,24.14,155.48,259.56,239.92,23.80
155,2880,69.19,22.03,24.29,159.54,268.28,246.20,23.91
155,2944,69.38,22.11,24.39,162.64,274.96,251.00,24.00
155,3008,69.57,22.27,24.54,168.58,284.71,260.19,24.15
155,3072,69.75,22.41,24.69,174.00,294.35,268.58,24.29
155,3136,69.93,22.52,24.82,178.80,303.08,276.00,24.41
155,3200,70.10,22.63,24.93,183.23,311.11,282.86,24.52
155,3264,70.28,22.75,25.05,188.25,319.88,290.62,24.63
155,3328,70.44,22.82,25.15,191.61,327.08,295.82,24.71
155,3392,70.61,22.92,25.27,196.11,336.23,302.78,24.81
155,3456,70.77,23.01,25.36,199.87,343.58,308.60,24.89
155,3520,70.93,23.11,25.44,204.56,349.92,315.85,24.99
155,3584,71.09,23.17,25.51,207.36,355.83,320.19,25.05
155,3648,71.24,23.28,25.64,212.90,366.63,328.76,25.17
155,3712,71.39,23.29,25.67,213.49,369.14,329.67,25.18
155,3776,71.54,23.31,25.70,214.23,371.30,330.81,25.20
155,3840,71.69,23.32,25.70,214.56,371.71,331.33,25.20
155,3904,71.83,23.32,25.70,214.60,371.64,331.38,25.20
155,3968,71.97,23.33,25.70,215.15,371.55,332.24,25.21
155,4032,72.11,23.32,25.70,214.86,371.74,331.78,25.21
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
42,640,56.12,8.20,10.47,6.61,11.15,9.62,9.83
58,640,56.12,7.60,9.69,5.76,9.32,8.31,9.19
106,640,56.12,9.74,11.10,9.41,12.88,13.96,11.45
122,640,56.12,9.80,11.49,9.56,14.09,14.19,11.52
138,640,56.12,10.23,12.04,10.55,15.98,15.73,11.97
155,640,56.12,10.46,12.37,11.11,17.27,16.58,12.20
ch, pwr_dig, pwr_dig_dbm, pwr_msadc_dbm, pwr_cmp180_dbm, pwr_msadc_mw, pwr_cmp180_mw, pwr_msadc_mw_cal, pwr_msadc_dbm_cal
42,704,56.95,9.17,11.38,8.27,13.74,12.19,10.86
58,704,56.95,8.50,10.46,7.09,11.12,10.36,10.15
106,704,56.95,10.19,11.89,10.44,15.47,15.56,11.92
122,704,56.95,10.41,12.33,11.00,17.10,16.41,12.15
