test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03 to fch-40), Band2, (fch-40 to fch+40), Band3, (fch+40 to 2fch-80), Band4, (2fch-80 to 2fch+80),Band5, (2fch+80 to 3fch-120), Band6, (3fch-120 to 3fch+120),Band, 7(3fch+120 to 26)
0814_175644,#OK5,ANT,40,0.9,75,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,17.31,7.09,-28.92,2392.39,15.52,2443.28,-26.59,2488.97,-39.64,4886.56,-38.11,6972.83,-39.02,7333.92,-25.95,25814.46
0814_175710,#OK5,ANT,40,0.9,90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,16.71,7.08,-28.92,2394.79,14.97,2443.36,-28.88,2488.97,-39.28,4857.28,-37.6,6856.25,-39.01,7415.76,-25.8,25517.6
0814_175737,#OK5,ANT,40,0.9,105,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,16.09,7.09,-29.48,2394.79,14.45,2443.28,-29.59,2488.97,-39.29,4939.84,-38.0,6087.24,-38.82,7210.8,-25.67,25610.37
0814_175804,#OK5,ANT,40,0.9,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,15.92,7.07,-29.15,2394.79,14.17,2443.36,-29.83,2488.97,-39.43,4938.88,-38.3,5979.63,-39.02,7258.32,-25.18,25777.35
0814_175830,#OK5,ANT,40,0.9,135,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,14.2,7.09,-30.48,2394.79,12.4,2443.36,-33.39,2488.97,-39.5,4963.36,-38.03,5634.36,-37.63,7440.48,-24.7,25777.35
0814_175857,#OK5,ANT,40,0.9,150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,14.5,7.07,-30.22,2392.39,12.8,2443.36,-32.62,2488.97,-39.73,4910.88,-37.91,5656.78,-38.83,7328.88,-25.85,25962.89
0814_175924,#OK5,ANT,40,0.9,165,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,15.05,7.11,-30.24,2394.79,13.31,2443.28,-33.15,2488.97,-39.74,4951.52,-37.79,6120.87,-38.94,7322.4,-25.28,25053.75
0814_175951,#OK5,ANT,40,0.8,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.59,7.13,-28.05,2382.78,17.37,2440.56,-30.49,2491.29,-38.76,4884.32,-37.92,6017.74,-38.77,7210.32,-23.09,25165.07
0814_180017,#OK5,ANT,40,0.8,-165,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.65,6.84,-29.44,2382.78,17.72,2443.44,-31.32,2488.97,-38.42,4887.36,-37.09,6004.29,-38.15,7442.16,-25.26,25276.39
0814_180044,#OK5,ANT,40,0.8,-150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.79,6.52,-26.84,2402.0,18.04,2443.28,-34.55,2488.97,-39.37,4869.44,-38.39,7067.0,-38.1,7424.16,-25.45,25833.01
0814_180111,#OK5,ANT,40,0.8,-135,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.08,6.25,-22.29,2402.0,18.37,2443.36,-31.67,2482.0,-39.36,4886.88,-38.3,6425.78,-38.96,7426.8,-24.86,25480.49
0814_180137,#OK5,ANT,40,0.8,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.46,6.12,-19.05,2402.0,18.79,2443.36,-27.97,2482.0,-39.99,4949.28,-38.14,6923.51,-38.3,7428.48,-25.65,25332.06
0814_180204,#OK5,ANT,40,0.8,-105,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.99,6.34,-16.22,2402.0,19.25,2443.36,-22.92,2482.0,-38.5,4959.2,-38.04,5643.33,-38.64,7326.0,-25.61,25369.16
0814_180231,#OK5,ANT,40,0.8,-90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.51,6.76,-13.37,2402.0,19.68,2443.28,-21.01,2482.0,-37.89,4883.84,-38.21,5990.84,-38.47,7230.96,-25.64,23569.43
0814_180258,#OK5,ANT,40,0.8,-75,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.99,6.76,-15.03,2402.0,20.18,2443.36,-15.72,2482.0,-35.66,4883.84,-36.69,5993.08,-36.64,7318.32,-25.02,25461.93
0814_180324,#OK5,ANT,40,0.8,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.38,6.34,-15.63,2402.0,20.66,2443.44,-14.26,2482.0,-33.84,4884.48,-37.88,5988.59,-36.62,7333.44,-25.18,25406.27
0814_180351,#OK5,ANT,40,0.8,-45,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.71,6.33,-17.23,2402.0,21.01,2443.28,-14.09,2482.0,-33.16,4883.84,-38.09,6919.02,-37.01,7331.28,-25.13,25758.8
0814_180418,#OK5,ANT,40,0.8,-30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.02,6.47,-17.51,2402.0,21.27,2443.44,-14.62,2482.0,-30.88,4884.16,-38.12,7102.87,-37.02,7326.0,-25.05,25573.26
0814_180444,#OK5,ANT,40,0.8,-15,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.21,7.04,-22.48,2402.0,21.51,2443.36,-18.65,2482.0,-29.86,4883.84,-37.96,5970.66,-36.7,7324.08,-25.34,25276.39
0814_180511,#OK5,ANT,40,0.8,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.8,7.45,-24.76,2382.78,21.09,2443.28,-18.75,2500.58,-30.53,4884.0,-38.35,6936.96,-36.9,7325.76,-25.44,25740.24
0814_180538,#OK5,ANT,40,0.8,15,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.68,7.56,-23.52,2394.79,20.97,2443.36,-19.77,2500.58,-31.81,4884.16,-37.95,6667.92,-36.89,7325.52,-25.61,25795.91
0814_180605,#OK5,ANT,40,0.8,30,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.39,7.43,-24.45,2392.39,20.66,2443.36,-21.28,2488.97,-33.38,4883.84,-37.52,5993.08,-37.47,7328.64,-25.54,25294.95
0814_180631,#OK5,ANT,40,0.8,45,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.03,7.28,-25.82,2394.79,20.28,2443.2,-22.43,2491.29,-36.32,4883.68,-38.23,6235.21,-36.16,7333.2,-25.91,25758.8
0814_180658,#OK5,ANT,40,0.8,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.64,7.19,-25.35,2394.79,19.86,2443.36,-23.43,2488.97,-37.87,4884.48,-37.63,6775.54,-35.91,7334.4,-26.11,25721.69
0814_180725,#OK5,ANT,40,0.8,75,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.22,7.13,-25.49,2394.79,19.51,2443.28,-24.25,2488.97,-39.25,4884.0,-37.78,6874.18,-36.65,7332.72,-24.94,25795.91
0814_180751,#OK5,ANT,40,0.8,90,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.76,7.14,-25.67,2394.79,19.12,2443.2,-25.14,2488.97,-39.15,4897.76,-37.82,6255.39,-37.25,7334.4,-25.58,25814.46
0814_180818,#OK5,ANT,40,0.8,105,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.33,7.12,-26.19,2392.39,18.54,2443.36,-25.36,2488.97,-39.34,4958.4,-38.67,6244.18,-36.71,7330.32,-25.53,24793.99
0814_180845,#OK5,ANT,40,0.8,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.99,7.14,-25.77,2394.79,18.3,2443.28,-26.52,2488.97,-39.68,4884.0,-38.05,6224.0,-38.3,7325.76,-25.59,25554.7
0814_180912,#OK5,ANT,40,0.8,135,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.86,7.21,-25.4,2394.79,17.91,2443.44,-25.8,2488.97,-39.45,4822.56,-37.59,7174.61,-38.66,7440.48,-26.58,25517.6
0814_180938,#OK5,ANT,40,0.8,150,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.7,7.16,-26.41,2394.79,17.9,2443.44,-28.05,2491.29,-39.1,4881.76,-37.49,6997.49,-38.0,7331.04,-25.57,25777.35
0814_181005,#OK5,ANT,40,0.8,165,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.63,7.15,-25.56,2394.79,17.86,2443.28,-28.81,2500.58,-38.66,4889.76,-38.43,5907.88,-38.22,7331.04,-25.91,24998.08
0814_181032,#OK5,ANT,40,0.7,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.39,7.07,-26.1,2392.39,20.55,2443.28,-27.57,2491.29,-38.49,4884.48,-38.31,6044.64,-38.02,7322.4,-24.67,25814.46
0814_181058,#OK5,ANT,40,0.7,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.54,6.76,-26.04,2402.0,20.8,2443.36,-31.14,2500.58,-38.44,4884.0,-38.47,6002.05,-38.81,7242.24,-25.62,25517.6
0814_181125,#OK5,ANT,40,0.7,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.75,6.41,-22.09,2402.0,20.97,2443.44,-31.64,2482.0,-38.46,4936.96,-37.34,5946.0,-38.84,7373.76,-25.91,24979.53
0814_181152,#OK5,ANT,40,0.7,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.07,6.1,-17.18,2402.0,21.36,2443.28,-25.82,2482.0,-39.55,4932.0,-38.63,7145.47,-38.52,7431.6,-24.9,25721.69
0814_181219,#OK5,ANT,40,0.7,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.49,6.25,-15.85,2402.0,21.79,2443.36,-19.39,2482.0,-37.57,4883.84,-37.98,6910.06,-39.12,7227.6,-26.11,25758.8
0814_181245,#OK5,ANT,40,0.7,-80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.93,6.41,-13.63,2402.0,22.17,2443.36,-16.66,2482.0,-35.08,4883.68,-38.21,5029.02,-36.17,7320.24,-26.02,25777.35
0814_181312,#OK5,ANT,40,0.7,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.26,6.27,-14.99,2402.0,22.54,2443.36,-12.57,2482.0,-33.75,4883.84,-37.75,6952.65,-34.58,7330.56,-25.11,25202.18
0814_181339,#OK5,ANT,40,0.7,-40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.54,6.42,-17.25,2402.0,22.83,2443.36,-13.16,2482.0,-30.67,4884.16,-37.73,5977.38,-35.1,7319.52,-25.66,25332.06
0814_181405,#OK5,ANT,40,0.7,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.72,7.04,-21.16,2382.78,22.99,2443.36,-15.43,2482.0,-29.24,4884.0,-38.09,5997.56,-36.75,7329.6,-25.9,25499.04
0814_181432,#OK5,ANT,40,0.7,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.75,7.32,-21.84,2382.78,22.98,2443.28,-19.02,2491.29,-28.55,4884.0,-38.14,5271.15,-36.3,7317.6,-25.92,25851.57
0814_181459,#OK5,ANT,40,0.7,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.37,7.58,-23.39,2394.79,22.65,2443.44,-19.51,2500.58,-31.26,4883.68,-37.32,6927.99,-36.41,7332.48,-25.99,25721.69
0814_181526,#OK5,ANT,40,0.7,40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.03,7.46,-22.9,2394.79,22.34,2443.28,-21.02,2491.29,-33.24,4884.16,-38.13,6901.09,-35.03,7317.36,-25.15,25239.29
0814_181552,#OK5,ANT,40,0.7,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.65,7.27,-23.3,2392.39,21.84,2443.28,-21.88,2491.29,-36.38,4884.0,-37.7,5946.0,-34.88,7326.48,-25.43,25480.49
0814_181619,#OK5,ANT,40,0.7,80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.25,7.23,-22.97,2394.79,21.58,2440.8,-22.64,2491.29,-37.84,4884.32,-38.18,5029.02,-35.61,7326.24,-25.84,25721.69
0814_181646,#OK5,ANT,40,0.7,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.86,7.17,-23.91,2394.79,21.06,2443.2,-22.96,2491.29,-38.94,4883.84,-38.39,6643.26,-37.15,7324.08,-25.84,25406.27
0814_181713,#OK5,ANT,40,0.7,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.52,7.21,-24.23,2394.79,20.82,2443.36,-24.13,2488.97,-39.39,4881.12,-37.94,7149.95,-37.43,7319.52,-25.28,25814.46
0814_181739,#OK5,ANT,40,0.7,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.38,7.16,-24.11,2394.79,20.59,2443.36,-23.86,2488.97,-38.68,4880.64,-37.65,7199.27,-37.84,7323.12,-24.98,25480.49
0814_181806,#OK5,ANT,40,0.7,160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.37,7.19,-23.55,2392.39,20.53,2443.44,-26.35,2491.29,-39.13,4880.64,-38.19,6788.99,-38.33,7321.68,-25.29,25517.6
0814_181833,#OK5,ANT,40,0.6,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.1,6.99,-24.69,2382.78,22.31,2443.28,-27.35,2491.29,-38.48,4883.84,-38.24,5954.96,-35.92,7334.4,-26.26,25740.24
0814_181900,#OK5,ANT,40,0.6,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.24,6.88,-25.64,2382.78,22.39,2443.36,-29.32,2500.58,-39.22,4883.2,-38.08,6939.2,-37.19,7250.16,-25.14,25703.14
0814_181926,#OK5,ANT,40,0.6,-140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.4,6.43,-21.07,2402.0,22.62,2443.36,-29.73,2482.0,-38.53,4812.64,-37.95,6091.73,-38.71,7395.12,-25.92,25944.34
0814_181953,#OK5,ANT,40,0.6,-120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.62,6.12,-16.81,2402.0,22.92,2443.36,-24.43,2482.0,-39.3,4949.76,-37.66,6923.51,-38.35,7327.44,-26.55,25443.38
0814_182020,#OK5,ANT,40,0.6,-100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.91,6.17,-15.63,2402.0,23.19,2443.36,-18.09,2482.0,-36.27,4884.16,-37.77,6035.68,-37.87,7318.08,-26.03,24627.0
0814_182046,#OK5,ANT,40,0.6,-80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.19,6.21,-14.1,2402.0,23.45,2443.28,-15.14,2482.0,-35.1,4884.0,-37.88,4997.63,-36.81,7323.6,-25.77,25165.07
0814_182113,#OK5,ANT,40,0.6,-60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.43,6.24,-15.87,2402.0,23.69,2443.28,-12.79,2482.0,-32.69,4884.16,-38.08,5033.5,-33.79,7331.04,-24.63,25740.24
0814_182140,#OK5,ANT,40,0.6,-40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.62,6.44,-17.42,2402.0,23.89,2443.44,-12.13,2482.0,-30.6,4883.84,-38.46,5934.79,-33.77,7330.8,-25.79,24960.98
0814_182207,#OK5,ANT,40,0.6,-20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.71,6.85,-20.18,2382.78,24.0,2443.28,-17.47,2482.0,-28.89,4884.16,-38.2,6905.57,-34.47,7327.68,-25.32,25758.8
0814_182233,#OK5,ANT,40,0.6,0,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.73,7.37,-20.09,2382.78,23.91,2443.28,-18.95,2500.58,-28.32,4884.32,-38.24,7031.12,-35.55,7320.0,-25.03,25499.04
0814_182300,#OK5,ANT,40,0.6,20,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.48,7.61,-21.65,2394.79,23.81,2443.36,-19.13,2500.58,-28.93,4884.16,-37.8,6860.73,-35.77,7318.8,-25.59,25554.7
0814_182327,#OK5,ANT,40,0.6,40,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.22,7.51,-21.69,2394.79,23.39,2443.52,-20.11,2500.58,-32.24,4884.0,-37.93,6477.35,-34.81,7333.92,-24.8,25814.46
0814_182354,#OK5,ANT,40,0.6,60,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.92,7.4,-22.36,2392.39,23.14,2443.36,-20.38,2491.29,-35.2,4883.84,-37.73,6486.32,-33.83,7317.84,-25.73,24255.92
0814_182420,#OK5,ANT,40,0.6,80,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.62,7.36,-22.61,2392.39,22.8,2443.36,-21.85,2491.29,-37.16,4883.84,-37.82,6490.8,-33.16,7326.0,-25.73,24886.76
0814_182447,#OK5,ANT,40,0.6,100,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.37,7.25,-22.34,2392.39,22.27,2443.52,-22.64,2488.97,-36.03,4884.16,-38.32,6959.38,-35.43,7332.72,-24.87,25833.01
0814_182514,#OK5,ANT,40,0.6,120,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.16,7.33,-22.55,2394.79,22.36,2443.44,-22.93,2488.97,-38.5,4884.16,-37.34,6008.77,-36.01,7332.96,-25.59,25758.8
0814_182540,#OK5,ANT,40,0.6,140,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.05,7.25,-23.39,2392.39,22.26,2443.36,-22.92,2491.29,-39.48,4886.88,-37.47,5948.24,-36.28,7319.04,-25.39,25795.91
0814_182607,#OK5,ANT,40,0.6,160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.06,7.16,-23.74,2392.39,22.11,2443.2,-24.74,2488.97,-38.67,4884.0,-37.34,5708.34,-37.19,7318.08,-25.62,24923.87
0814_182634,#OK5,ANT,40,0.5,-180,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.32,7.0,-23.68,2382.78,23.51,2443.28,-25.75,2500.58,-39.13,4884.32,-38.12,5011.08,-35.94,7317.6,-25.76,25740.24
0814_182701,#OK5,ANT,40,0.5,-160,testmode_8819h_0805.bin,2442,7,0 3,0 0,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.37,6.82,-23.79,2382.78,23.59,2443.44,-27.5,2500.58,-38.68,4904.48,-38.46,7165.64,-38.2,7323.36,-25.32,25313.5
