test_time, BoardNo, ANT, Temp, am, phase, BinVersion,freq, Channel, Rate, BandWidth, SetPwr, CMD, MsPwrAvg, MsEvmAvg, Band1, (0.03 to fch-40), Band2, (fch-40 to fch+40), Band3, (fch+40 to 2fch-80), Band4, (2fch-80 to 2fch+80),Band5, (2fch+80 to 3fch-120), Band6, (3fch-120 to 3fch+120),Band, 7(3fch+120 to 26)
0813_210937,#OK1,ANT,40,0.9,-30,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.7,16.57,-21.3,2402.0,16.61,2451.04,-18.45,2482.0,-25.58,4904.16,-37.95,6033.43,-37.61,7364.64,-25.14,25721.69
0813_211005,#OK1,ANT,40,0.9,-15,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.44,16.51,-21.0,2402.0,16.39,2453.6,-20.62,2482.0,-27.1,4903.84,-37.99,6954.9,-37.58,7326.0,-24.65,25721.69
0813_211033,#OK1,ANT,40,0.9,0,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.91,16.21,-21.06,2402.0,17.02,2453.52,-19.06,2491.29,-26.06,4903.84,-37.98,6228.49,-38.42,7232.4,-25.88,25387.72
0813_211101,#OK1,ANT,40,0.9,15,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.25,20.95,-20.36,2402.0,17.48,2453.44,-13.06,2482.0,-26.17,4904.16,-37.85,6067.06,-38.54,7269.12,-24.83,25294.95
0813_211129,#OK1,ANT,40,0.9,30,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,17.62,15.43,-34.4,12.04,15.62,2450.8,-30.79,2544.69,-39.49,4937.76,-38.53,6672.4,-38.93,7332.48,-24.99,25332.06
0813_211158,#OK1,ANT,40,0.9,45,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,16.68,15.67,-33.11,2394.79,15.16,2453.36,-25.55,2482.0,-37.5,4903.04,-37.98,5963.93,-38.75,7257.84,-24.55,25461.93
0813_211226,#OK1,ANT,40,0.9,60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.97,15.16,-24.38,2402.0,17.95,2452.56,-22.86,2482.0,-25.3,4904.16,-37.48,6046.89,-38.57,7218.24,-26.18,25072.3
0813_211305,#OK1,ANT,40,0.9,75,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.39,16.66,-17.59,2402.0,18.0,2450.72,-17.17,2482.0,-25.27,4904.16,-37.41,6502.01,-37.99,7343.28,-25.39,25814.46
0813_211343,#OK1,ANT,40,0.9,90,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.16,16.62,-20.43,2402.0,18.45,2453.28,-16.88,2482.0,-24.17,4904.16,-37.59,6022.22,-38.43,7212.0,-25.94,25740.24
0813_211422,#OK1,ANT,40,0.9,105,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.87,18.71,-20.27,2402.0,17.97,2453.2,-18.37,2488.97,-26.9,4904.16,-38.13,7149.95,-37.93,7231.68,-25.6,25332.06
0813_211501,#OK1,ANT,40,0.9,120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.88,16.84,-20.89,2402.0,17.1,2453.52,-17.9,2482.0,-26.32,4903.68,-36.5,6015.5,-38.47,7369.2,-23.81,25888.68
0813_211540,#OK1,ANT,40,0.9,135,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.32,16.79,-19.14,2402.0,15.9,2452.24,-18.19,2482.0,-27.24,4904.32,-37.61,5999.8,-38.22,7366.56,-25.46,25814.46
0813_211618,#OK1,ANT,40,0.9,150,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,17.61,16.74,-22.44,2392.39,15.56,2453.2,-22.88,2482.0,-25.96,4904.0,-38.08,6069.31,-37.87,7416.72,-24.32,25332.06
0813_211657,#OK1,ANT,40,0.9,165,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,17.4,17.05,-21.91,2402.0,15.18,2450.8,-21.34,2482.0,-26.29,4904.32,-37.86,6589.45,-37.03,7265.52,-24.36,24738.33
0813_211736,#OK1,ANT,40,0.8,-180,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.92,21.09,-19.41,2402.0,19.41,2451.12,-11.44,2482.0,-23.55,4904.0,-37.38,6297.99,-37.49,7431.84,-26.26,24812.54
0813_211815,#OK1,ANT,40,0.8,-165,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.65,16.36,-18.52,2402.0,20.04,2453.36,-13.2,2482.0,-23.71,4904.16,-37.72,6990.77,-38.54,7297.2,-25.61,25313.5
0813_211853,#OK1,ANT,40,0.8,-150,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.43,16.15,-18.62,2402.0,19.77,2453.28,-13.65,2482.0,-24.14,4904.16,-37.96,5026.78,-37.16,7301.04,-24.58,25740.24
0813_211932,#OK1,ANT,40,0.8,-135,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.29,16.31,-19.87,2402.0,19.24,2453.6,-14.06,2482.0,-23.82,4903.84,-37.98,6611.87,-38.66,7249.68,-25.27,25573.26
0813_212011,#OK1,ANT,40,0.8,-120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.23,16.47,-20.07,2402.0,19.04,2452.48,-15.87,2491.29,-23.91,4904.0,-37.88,5984.11,-37.91,7267.92,-24.96,25758.8
0813_212050,#OK1,ANT,40,0.8,-105,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.27,18.19,-18.8,2402.0,18.89,2452.08,-14.17,2488.97,-23.55,4904.0,-36.37,6006.53,-38.35,7260.24,-24.81,25647.47
0813_212128,#OK1,ANT,40,0.8,-90,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.38,18.52,-17.69,2402.0,19.65,2450.8,-14.05,2482.0,-24.65,4904.0,-37.85,5618.66,-37.57,7363.68,-25.37,25461.93
0813_212207,#OK1,ANT,40,0.8,-75,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.58,17.13,-19.18,2392.39,19.11,2450.72,-13.32,2482.0,-25.11,4904.16,-37.47,7010.95,-38.61,7412.88,-25.11,25461.93
0813_212235,#OK1,ANT,40,0.8,-60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.84,18.13,-19.44,2392.39,19.67,2452.16,-13.71,2482.0,-25.96,4903.68,-36.77,7143.22,-38.09,7432.8,-25.66,25165.07
0813_212314,#OK1,ANT,40,0.8,-45,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.1,15.81,-18.07,2402.0,19.61,2451.12,-12.38,2482.0,-25.18,4903.84,-37.74,6457.17,-38.55,7440.96,-24.36,25721.69
0813_212353,#OK1,ANT,40,0.8,-30,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.42,15.93,-19.39,2402.0,20.78,2453.52,-12.98,2482.0,-23.22,4904.0,-38.19,6919.02,-38.89,7248.0,-24.92,24960.98
0813_212432,#OK1,ANT,40,0.8,-15,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.69,16.18,-20.46,2402.0,20.55,2453.6,-12.31,2482.0,-23.98,4904.16,-38.01,6632.05,-37.67,7266.0,-24.31,25777.35
0813_212511,#OK1,ANT,40,0.8,0,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.17,14.62,-26.31,2402.0,18.06,2451.04,-22.23,2482.0,-29.39,4904.16,-37.65,6963.86,-38.28,7267.44,-24.99,25721.69
0813_212539,#OK1,ANT,40,0.8,15,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,20.34,14.72,-27.0,2402.0,18.87,2453.44,-22.48,2482.0,-30.18,4904.64,-37.73,6540.13,-37.44,7265.52,-24.83,25294.95
0813_212607,#OK1,ANT,40,0.8,30,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.01,14.67,-21.94,2402.0,18.82,2450.64,-25.4,2482.0,-25.78,4903.84,-37.98,6304.72,-38.08,7226.64,-24.62,25424.83
0813_212635,#OK1,ANT,40,0.8,45,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.06,15.95,-24.12,2402.0,20.5,2453.36,-9.0,2482.0,-26.12,4904.0,-38.21,6602.9,-38.25,7276.08,-24.36,25294.95
0813_212703,#OK1,ANT,40,0.8,60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.32,16.03,-32.93,12.04,17.34,2452.16,-20.41,2482.0,-39.12,4941.6,-37.52,5988.59,-38.29,7436.16,-24.71,25313.5
0813_212731,#OK1,ANT,40,0.8,75,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.76,14.83,-28.13,2402.0,17.57,2451.36,-21.53,2482.0,-30.87,4904.16,-37.96,5318.24,-38.71,7222.32,-24.56,25480.49
0813_212759,#OK1,ANT,40,0.8,90,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.68,15.41,-25.5,2402.0,19.52,2452.16,-9.39,2488.97,-26.4,4903.84,-37.25,5979.63,-38.19,7224.96,-25.21,25294.95
0813_212827,#OK1,ANT,40,0.8,105,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.5,16.54,-29.61,2394.79,16.28,2452.24,-21.24,2482.0,-39.06,4934.24,-37.21,6634.29,-38.34,7441.2,-23.83,25758.8
0813_212855,#OK1,ANT,40,0.8,120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.55,15.93,-23.22,2402.0,19.58,2451.84,-9.64,2482.0,-26.34,4904.32,-38.41,6304.72,-38.3,7435.44,-25.11,25944.34
0813_212923,#OK1,ANT,40,0.8,135,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,18.8,15.02,-29.27,2380.38,17.34,2453.44,-22.67,2482.0,-36.48,4904.32,-37.27,6022.22,-37.89,7284.96,-25.01,25795.91
0813_212952,#OK1,ANT,40,0.8,150,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,19.8,15.62,-32.91,2382.78,18.43,2453.44,-19.19,2482.0,-39.49,4918.4,-37.88,5997.56,-37.9,7428.96,-25.94,25758.8
0813_213030,#OK1,ANT,40,0.8,165,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.28,16.03,-17.69,2392.39,20.12,2450.8,-13.69,2488.97,-25.32,4903.84,-38.27,5623.15,-38.09,7229.52,-25.92,25146.52
0813_213109,#OK1,ANT,40,0.7,-180,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.1,22.04,-17.19,2402.0,22.2,2453.2,-10.97,2482.0,-24.75,4904.16,-37.53,6201.58,-38.41,7364.64,-24.99,24979.53
0813_213137,#OK1,ANT,40,0.7,-160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.88,15.51,-18.22,2402.0,21.72,2450.88,-11.95,2482.0,-23.94,4904.32,-37.78,6042.4,-38.37,7333.92,-24.72,25610.37
0813_213216,#OK1,ANT,40,0.7,-140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.7,22.83,-18.97,2402.0,21.71,2453.6,-11.28,2482.0,-23.17,4903.84,-38.27,6869.7,-37.85,7433.76,-25.06,24552.79
0813_213255,#OK1,ANT,40,0.7,-120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.6,15.75,-16.55,2402.0,21.29,2452.08,-11.28,2488.97,-23.19,4904.16,-36.67,6309.2,-38.5,7280.64,-25.14,25499.04
0813_213333,#OK1,ANT,40,0.7,-100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.57,20.91,-19.0,2402.0,21.3,2451.04,-11.11,2488.97,-22.94,4904.0,-37.88,5979.63,-38.13,7314.24,-24.95,25499.04
0813_213412,#OK1,ANT,40,0.7,-80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.65,16.47,-18.06,2402.0,22.04,2453.44,-13.37,2488.97,-23.07,4904.0,-38.22,6952.65,-37.61,7362.96,-25.13,25703.14
0813_213451,#OK1,ANT,40,0.7,-60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.78,20.04,-17.99,2402.0,21.83,2453.6,-11.13,2482.0,-24.15,4904.32,-37.64,6441.48,-38.1,7361.76,-25.04,25758.8
0813_213530,#OK1,ANT,40,0.7,-40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.96,15.52,-18.2,2402.0,22.17,2453.2,-10.17,2482.0,-24.43,4903.84,-37.97,6634.29,-38.42,7360.08,-25.93,25703.14
0813_213608,#OK1,ANT,40,0.7,-20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.16,15.5,-18.99,2402.0,21.88,2452.24,-10.45,2482.0,-25.94,4904.32,-37.41,6537.88,-37.05,7360.8,-25.79,26000.0
0813_213647,#OK1,ANT,40,0.7,0,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.38,15.39,-18.48,2402.0,22.77,2453.52,-12.58,2486.64,-23.46,4904.0,-38.14,6031.19,-38.37,7433.28,-24.58,25146.52
0813_213715,#OK1,ANT,40,0.7,20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,21.96,15.05,-27.02,2382.78,19.86,2451.44,-20.18,2482.0,-38.56,4896.8,-37.54,6019.98,-37.89,7356.48,-24.83,25944.34
0813_213743,#OK1,ANT,40,0.7,40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.45,14.94,-29.73,2392.39,20.66,2452.16,-17.91,2482.0,-32.97,4901.6,-37.64,6957.14,-38.37,7317.6,-25.83,24571.34
0813_213811,#OK1,ANT,40,0.7,60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,22.99,14.98,-29.56,2402.0,20.92,2450.96,-19.2,2482.0,-28.81,4903.84,-37.71,5948.24,-38.27,7231.2,-26.11,25313.5
0813_213840,#OK1,ANT,40,0.7,80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.5,14.83,-24.46,2402.0,21.89,2450.72,-15.68,2482.0,-26.71,4898.4,-37.88,5858.56,-38.05,7342.8,-25.44,25480.49
0813_213908,#OK1,ANT,40,0.7,100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.9,14.74,-20.76,2402.0,22.39,2453.44,-17.99,2482.0,-24.75,4904.0,-37.8,4968.48,-37.3,7241.28,-25.37,25758.8
0813_213936,#OK1,ANT,40,0.7,120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.26,24.18,-18.61,2402.0,21.67,2451.92,-13.02,2482.0,-24.24,4904.0,-37.51,6253.15,-37.21,7206.24,-25.17,24868.21
0813_214004,#OK1,ANT,40,0.7,140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.47,15.34,-16.74,2402.0,22.77,2453.28,-11.03,2482.0,-22.53,4904.16,-37.95,6033.43,-32.52,7348.32,-25.18,25814.46
0813_214032,#OK1,ANT,40,0.7,160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.36,15.29,-17.78,2402.0,22.21,2451.04,-10.71,2488.97,-23.09,4904.0,-37.2,5937.03,-37.93,7287.12,-25.13,25758.8
0813_214111,#OK1,ANT,40,0.6,-180,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.25,15.03,-19.71,2402.0,23.77,2453.68,-9.27,2488.97,-26.88,4904.16,-38.19,7161.16,-38.71,7349.28,-25.18,25814.46
0813_214139,#OK1,ANT,40,0.6,-160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.11,17.34,-19.84,2402.0,23.0,2450.8,-7.86,2482.0,-25.5,4904.16,-37.92,5999.8,-37.68,7209.84,-24.29,25795.91
0813_214218,#OK1,ANT,40,0.6,-140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.97,15.33,-19.4,2402.0,22.9,2450.88,-10.51,2488.97,-24.01,4904.0,-37.88,6055.85,-37.24,7354.8,-25.14,25313.5
0813_214257,#OK1,ANT,40,0.6,-120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.9,16.78,-18.19,2402.0,22.6,2452.08,-8.23,2482.0,-23.56,4904.16,-38.15,6479.59,-37.78,7353.84,-24.11,24998.08
0813_214335,#OK1,ANT,40,0.6,-100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.81,17.66,-18.82,2402.0,22.55,2452.16,-10.63,2482.0,-23.38,4904.0,-37.81,6264.36,-37.71,7256.16,-24.95,25684.58
0813_214414,#OK1,ANT,40,0.6,-80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.83,18.92,-20.41,2402.0,22.63,2450.8,-9.37,2482.0,-23.47,4904.16,-37.35,6912.3,-38.65,7289.04,-24.82,25851.57
0813_214453,#OK1,ANT,40,0.6,-60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.9,15.33,-19.64,2402.0,23.35,2453.36,-8.07,2488.97,-26.32,4904.0,-38.01,5910.12,-37.94,7350.0,-26.1,25703.14
0813_214532,#OK1,ANT,40,0.6,-40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.98,15.13,-17.56,2402.0,23.36,2453.28,-10.35,2482.0,-24.83,4904.0,-37.95,5993.08,-37.93,7258.08,-23.15,25814.46
0813_214610,#OK1,ANT,40,0.6,-20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.11,14.96,-19.39,2402.0,23.16,2453.68,-10.63,2484.32,-25.14,4904.0,-37.84,6300.23,-37.78,7347.84,-24.51,25536.15
0813_214649,#OK1,ANT,40,0.6,0,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.26,17.49,-19.54,2402.0,22.67,2451.28,-11.76,2484.32,-23.93,4903.84,-37.53,5984.11,-38.16,7355.04,-24.62,25777.35
0813_214717,#OK1,ANT,40,0.6,20,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.08,15.1,-28.54,2382.78,21.45,2453.44,-17.08,2482.0,-38.94,4941.6,-37.28,6854.01,-37.98,7278.96,-25.27,25981.45
0813_214745,#OK1,ANT,40,0.6,40,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,23.53,14.95,-27.62,2382.78,21.9,2453.44,-37.36,3756.78,-31.02,4904.16,-38.1,5015.57,-38.45,7413.6,-24.65,25480.49
0813_214813,#OK1,ANT,40,0.6,60,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.0,14.88,-28.07,2402.0,22.1,2451.92,-18.37,2482.0,-26.6,4903.84,-37.62,6008.77,-38.47,7430.4,-25.15,25035.19
0813_214842,#OK1,ANT,40,0.6,80,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.48,14.6,-27.06,2402.0,22.34,2452.8,-16.78,2482.0,-24.79,4904.0,-37.18,7096.14,-38.3,7212.96,-25.35,25146.52
0813_214910,#OK1,ANT,40,0.6,100,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,24.89,14.57,-22.76,2402.0,22.83,2450.96,-15.53,2482.0,-23.5,4904.16,-37.41,6037.92,-38.48,7211.28,-24.92,25795.91
0813_214938,#OK1,ANT,40,0.6,120,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.23,16.93,-19.75,2402.0,23.15,2450.96,-10.93,2482.0,-22.7,4904.0,-37.58,6028.95,-38.7,7432.8,-25.21,25499.04
0813_215006,#OK1,ANT,40,0.6,140,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.43,16.05,-18.68,2402.0,23.61,2453.68,-10.63,2482.0,-23.13,4904.16,-37.7,7100.63,-34.57,7350.24,-24.97,25684.58
0813_215034,#OK1,ANT,40,0.6,160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.39,14.91,-19.99,2402.0,23.8,2453.44,-10.89,2488.97,-25.59,4903.84,-38.1,7040.09,-36.85,7358.64,-24.92,25294.95
0813_215113,#OK1,ANT,40,0.5,-180,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.97,14.78,-21.47,2402.0,23.89,2450.88,-37.53,3663.9,-24.96,4904.16,-38.02,6903.33,-37.43,7398.0,-24.79,25814.46
0813_215141,#OK1,ANT,40,0.5,-160,testmode_8819h_0805.bin,2442,7,0 3,1 1,28,r 403422c8  [0x403422C8] = 0x00FFDF79    ,25.85,19.18,-20.49,2402.0,23.78,2452.32,-10.61,2482.0,-25.37,4904.16,-37.77,5948.24,-36.56,7362.72,-24.68,25350.61
