#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,2,r 403422c8  [0x403422C8] = 0xC23F55A6    ,2.88,-44.46,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,4,r 403422c8  [0x403422C8] = 0xC33F5784    ,4.79,-42.73,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,6,r 403422c8  [0x403422C8] = 0xC33F57A7    ,6.85,-42.14,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,8,r 403422c8  [0x403422C8] = 0xD43F597B    ,8.85,-44.22,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,10,r 403422c8  [0x403422C8] = 0xD43F599B    ,10.92,-43.13,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,12,r 403422c8  [0x403422C8] = 0xD53F5B72    ,12.96,-44.24,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0xD53F5B90    ,14.96,-43.69,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,16,r 403422c8  [0x403422C8] = 0xDE3F5D6E    ,16.91,-43.77,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,18,r 403422c8  [0x403422C8] = 0xDE3F5D8B    ,18.83,-39.30,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,20,r 403422c8  [0x403422C8] = 0xDF3F5F8F    ,20.60,-30.18,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,60,5 7,0 0,4000,22,r 403422c8  [0x403422C8] = 0xDF3F5FB4    ,22.22,-22.80,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,0,r 403422c8  [0x403422C8] = 0xC23F5583    ,1.30,-44.10,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,2,r 403422c8  [0x403422C8] = 0xC23F55A3    ,3.20,-44.17,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,4,r 403422c8  [0x403422C8] = 0xC33F5782    ,5.17,-43.44,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,6,r 403422c8  [0x403422C8] = 0xC33F57A4    ,7.15,-43.26,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,8,r 403422c8  [0x403422C8] = 0xD43F597A    ,9.23,-43.71,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,10,r 403422c8  [0x403422C8] = 0xD43F5999    ,11.32,-43.10,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,12,r 403422c8  [0x403422C8] = 0xD53F5B72    ,13.36,-43.68,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0xD53F5B90    ,15.38,-43.71,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,16,r 403422c8  [0x403422C8] = 0xDE3F5D6E    ,17.26,-43.69,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,18,r 403422c8  [0x403422C8] = 0xDE3F5D8B    ,19.19,-38.80,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,20,r 403422c8  [0x403422C8] = 0xDF3F5F8E    ,20.93,-29.55,NA,NA,NA
#A1_ANT0,testmode22_2024_1210_1040.bin,64,5 7,0 0,4000,22,r 403422c8  [0x403422C8] = 0xDF3F5FB3    ,22.51,-21.93,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,0,r 403422c8  [0x403422C8] = 0xC23F5586    ,0.50,-43.51,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,2,r 403422c8  [0x403422C8] = 0xC23F55A7    ,2.48,-43.67,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,4,r 403422c8  [0x403422C8] = 0xC33F5786    ,4.57,-43.12,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,6,r 403422c8  [0x403422C8] = 0xC33F57A8    ,6.55,-43.19,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,8,r 403422c8  [0x403422C8] = 0xD43F597B    ,8.76,-42.37,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,10,r 403422c8  [0x403422C8] = 0xD43F599B    ,10.73,-42.81,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,12,r 403422c8  [0x403422C8] = 0xD53F5B72    ,12.68,-43.17,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,14,r 403422c8  [0x403422C8] = 0xD53F5B90    ,14.68,-43.87,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,16,r 403422c8  [0x403422C8] = 0xDE3F5D6C    ,16.64,-42.41,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,18,r 403422c8  [0x403422C8] = 0xDE3F5D88    ,18.56,-40.61,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,20,r 403422c8  [0x403422C8] = 0xDF3F5F8F    ,20.36,-32.38,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,52,5 7,0 0,4000,22,r 403422c8  [0x403422C8] = 0xDF3F5FB4    ,22.05,-24.17,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,0,r 403422c8  [0x403422C8] = 0xC23F5586    ,0.68,-43.63,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,2,r 403422c8  [0x403422C8] = 0xC23F55A7    ,2.66,-43.33,NA,NA,NA
#A1_ANT1,testmode22_2024_1210_1040.bin,56,5 7,0 0,4000,4,r 403422c8  [0x403422C8] = 0xC33F5785    ,4.69,-42.95,NA,NA,NA
