Function,SUB-TOP,BLOCK,msadc_mux_regname,msadc_mux_regvalue,test_enable_regname,test_enable_regvalue,test_mode_regname,test_mode_regvalue,test_bits_regname,test_bits_regvalue,test_case,test_band
dvdd,WF,rfpll_hb,wf_pu_msadc,1'b1,wf_test_enable_hb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_TX_ON,WF_6E
avdd_pdt,WF,rfpll_hb,wf_pu_msadc,1'b1,wf_test_enable_hb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_TX_ON,WF_6E
cp_outn,WF,rfpll_hb,wf_pu_msadc,1'b1,wf_test_enable_hb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_TX_ON,WF_6E
cp_outp,WF,rfpll_hb,wf_pu_msadc,1'b1,wf_test_enable_hb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_TX_ON,WF_6E
dvdd,WF,rfpll_lb,wf_pu_msadc,1'b1,wf_test_enable_lb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,WF0_TX_ON,WF_LB
avdd_pdt,WF,rfpll_lb,wf_pu_msadc,1'b1,wf_test_enable_lb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,WF0_TX_ON,WF_LB
cp_outn,WF,rfpll_lb,wf_pu_msadc,1'b1,wf_test_enable_lb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,WF0_TX_ON,WF_LB
cp_outp,WF,rfpll_lb,wf_pu_msadc,1'b1,wf_test_enable_lb_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,WF0_TX_ON,WF_LB
,,,,,,,,,,,,
dvdd,BT,bt_rfpll,wf_pu_msadc,1'b1,bt_test_enable_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_TX_ON,BT
avdd_pdt,BT,bt_rfpll,wf_pu_msadc,1'b1,bt_test_enable_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_TX_ON,BT
cp_outn,BT,bt_rfpll,wf_pu_msadc,1'b1,bt_test_enable_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_TX_ON,BT
cp_outp,BT,bt_rfpll,wf_pu_msadc,1'b1,bt_test_enable_rfpll,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_TX_ON,BT
vb,BT,bt_dac,wf_pu_msadc,1'b1,bt_test_enable_dac,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_TX_ON,BT
vb_cscd,BT,bt_dac,wf_pu_msadc,1'b1,bt_test_enable_dac,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_TX_ON,BT
avdd_sw,BT,bt_dac,wf_pu_msadc,1'b1,bt_test_enable_dac,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_TX_ON,BT
vb_lo,BT,bt_tmx,wf_pu_msadc,1'b1,bt_test_enable_tmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_TX_ON,BT
avddrf_sw,BT,bt_tmx,wf_pu_msadc,1'b1,bt_test_enable_tmx,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_TX_ON,BT
avss,BT,bt_pa,wf_pu_msadc,1'b1,bt_test_enable_pa,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_TX_ON,BT
bias_vm,BT,bt_pa,wf_pu_msadc,1'b1,bt_test_enable_pa,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_TX_ON,BT
bias_vl,BT,bt_pa,wf_pu_msadc,1'b1,bt_test_enable_pa,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_TX_ON,BT
isense_out,BT,bt_pa,wf_pu_msadc,1'b1,bt_test_enable_pa,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b011,BT_TX_ON,BT
,,,,,,,,,,,,
q_vodiff_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
i_vodiff_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b11,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
q_vop_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
q_von_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
i_vop_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
i_von_rxflt,BT,rxflt,wf_pu_msadc,1'b1,wf_test_enable_rxflt,1'b1,cfg_ana_test_mode,2'b01,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
dvdd_adc,BT,adc,wf_pu_msadc,1'b1,wf_test_enable_adc,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b000,BT_RX_ON,BT
vref_adc,BT,adc,wf_pu_msadc,1'b1,wf_test_enable_adc,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b001,BT_RX_ON,BT
vcm_adc,BT,adc,wf_pu_msadc,1'b1,wf_test_enable_adc,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b010,BT_RX_ON,BT
vrefg_adc,BT,adc,wf_pu_msadc,1'b1,wf_test_enable_adc,1'b1,cfg_ana_test_mode,2'b10,cfg_ana_test_bit,3'b011,BT_RX_ON,BT
,,,,,,,,,,,,
txp,IO,io_pcie,wf_pu_msadc,1'b1,cfg_ana_test_enable_pcie,1'b1,na,na,cfg_ana_io_test_bit,4'b0001,,IO
txn,IO,io_pcie,wf_pu_msadc,1'b1,cfg_ana_test_enable_pcie,1'b1,na,na,cfg_ana_io_test_bit,4'b0010,,IO
avdd_vco,IO,io_pcie,wf_pu_msadc,1'b1,cfg_ana_test_enable_pcie_pll,1'b1,na,na,cfg_ana_io_test_bit,4'b0001,,IO
dvdd,IO,io_pcie,wf_pu_msadc,1'b1,cfg_ana_test_enable_pcie_pll,1'b1,na,na,cfg_ana_io_test_bit,4'b0010,,IO
refh,IO,io_usb,wf_pu_msadc,1'b1,io_test_enable_pcie,1'b1,na,na,io_test_bit<3:0>,4'b0100,,IO
refl,IO,io_usb,wf_pu_msadc,1'b1,io_test_enable_pcie,1'b1,na,na,io_test_bit<3:0>,4'b0101,,IO
